area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	89:KAT ANDERSON	90:NADIA RAHMAN	91:MANO RAJU	92:ABRA PAULINE CASTLE	93:QUEENA CHEN	94:CYN WANG	95:LEAH LACROIX	96:SUZY LOFTUS	97:LI MIAO LOVETT	98:JANICE LI	99:JANE NATOLI	100:AHSHA SAFAI	101:GORDON MAR	102:SEEYEW MO	103:FAAUUGA MOLIGA	104:PAUL MIYAMOTO	105:MARY JUNG	106:KEITH BARAKA	107:KELLY AKEMI GROTH	108:A. J. THOMAS	109:MAWULI TUGBENYOH
ALL	TO	120580	87929	0	172	486990	390580	0	15232	10542	23235	8285	21550	13075	23532	24876	21329	23153	14894	16607	28863	8799	20289	18123	19957	25624	19435	24658	8522
ALL	ED	23078	32018	0	36	196218	123602	0	5161	3367	7695	2975	7158	3815	7214	7916	7038	7113	4367	5057	9092	2396	6799	5246	5852	8359	6430	8245	2307
ALL	MV	97502	55911	0	136	290772	266978	0	10071	7175	15540	5310	14392	9260	16318	16960	14291	16040	10527	11550	19771	6403	13490	12877	14105	17265	13005	16413	6215
PCT1101	MV	261	156	0	0	588	972	0	22	27	60	16	52	30	61	47	50	59	40	44	73	21	60	53	45	66	45	82	19
PCT1101	ED	62	61	0	0	420	190	0	7	2	8	9	12	3	12	12	5	8	8	20	11	5	11	10	11	12	7	12	5
PCT1101	TO	323	217	0	0	1008	1162	0	29	29	68	25	64	33	73	59	55	67	48	64	84	26	71	63	56	78	52	94	24
PCT1102	MV	471	258	0	0	1208	1372	0	45	28	89	30	67	27	97	82	72	73	49	98	94	19	79	65	59	96	76	93	34
PCT1102	ED	148	162	0	1	887	723	0	17	12	49	18	46	11	50	48	40	44	15	59	51	7	49	31	24	54	34	54	10
PCT1102	TO	619	420	0	1	2095	2095	0	62	40	138	48	113	38	147	130	112	117	64	157	145	26	128	96	83	150	110	147	44
PCT1103	MV	437	256	0	0	1209	1351	0	47	33	84	26	66	35	84	90	70	60	63	104	97	24	74	68	67	85	55	77	42
PCT1103	ED	129	142	0	0	871	549	0	25	17	29	12	30	15	27	34	30	23	19	53	37	13	36	24	22	29	26	32	16
PCT1103	TO	566	398	0	0	2080	1900	0	72	50	113	38	96	50	111	124	100	83	82	157	134	37	110	92	89	114	81	109	58
PCT1104	MV	435	238	0	0	1039	1341	0	49	36	85	26	70	35	87	71	74	76	48	86	98	22	72	58	58	94	75	96	25
PCT1104	ED	156	130	0	1	653	637	0	27	13	41	19	36	17	39	27	41	32	17	37	52	8	38	21	26	49	39	49	9
PCT1104	TO	591	368	0	1	1692	1978	0	76	49	126	45	106	52	126	98	115	108	65	123	150	30	110	79	84	143	114	145	34
PCT1106	MV	346	170	0	0	775	925	0	21	14	54	13	59	21	63	56	62	64	25	59	75	19	47	46	48	53	43	69	14
PCT1106	ED	93	112	0	0	707	413	0	17	9	25	14	21	14	19	27	27	20	11	29	25	6	26	22	18	31	18	29	5
PCT1106	TO	439	282	0	0	1482	1338	0	38	23	79	27	80	35	82	83	89	84	36	88	100	25	73	68	66	84	61	98	19
PCT1107	MV	354	201	0	1	1095	905	0	31	15	61	25	48	25	61	44	51	51	25	62	62	12	52	39	45	68	42	65	21
PCT1107	ED	77	94	0	0	471	469	0	17	11	27	8	31	11	29	24	31	26	20	21	26	12	23	21	21	30	28	40	12
PCT1107	TO	431	295	0	1	1566	1374	0	48	26	88	33	79	36	90	68	82	77	45	83	88	24	75	60	66	98	70	105	33
PCT1108	MV	446	255	0	1	1160	1380	0	52	37	72	44	71	45	92	80	65	69	57	87	92	32	66	58	76	91	63	96	35
PCT1108	ED	117	109	0	0	693	397	0	18	9	22	12	17	8	24	23	20	20	12	25	25	5	22	15	23	33	20	34	10
PCT1108	TO	563	364	0	1	1853	1777	0	70	46	94	56	88	53	116	103	85	89	69	112	117	37	88	73	99	124	83	130	45
PCT1109	MV	375	194	0	0	860	1080	0	37	24	71	27	70	30	67	57	54	76	42	48	73	28	56	38	55	79	43	76	29
PCT1109	ED	92	105	0	0	634	416	0	12	4	25	9	27	6	30	26	24	20	15	18	33	6	27	18	17	37	17	33	12
PCT1109	TO	467	299	0	0	1494	1496	0	49	28	96	36	97	36	97	83	78	96	57	66	106	34	83	56	72	116	60	109	41
PCT1111	MV	450	221	0	1	1051	1149	0	38	22	66	25	60	30	75	62	76	66	33	60	93	22	68	50	57	85	57	85	19
PCT1111	ED	112	148	0	0	804	676	0	25	16	43	12	48	19	40	26	47	38	22	33	43	13	45	25	26	49	45	51	10
PCT1111	TO	562	369	0	1	1855	1825	0	63	38	109	37	108	49	115	88	123	104	55	93	136	35	113	75	83	134	102	136	29
PCT1112	MV	338	174	0	2	833	887	0	27	24	47	19	54	30	59	46	56	68	34	52	60	18	47	34	37	58	44	59	14
PCT1112	ED	86	85	0	0	520	330	0	13	9	21	7	19	12	13	13	21	24	10	17	20	9	23	11	14	21	17	28	8
PCT1112	TO	424	259	0	2	1353	1217	0	40	33	68	26	73	42	72	59	77	92	44	69	80	27	70	45	51	79	61	87	22
PCT1113	MV	354	171	0	1	790	910	0	31	24	58	21	59	40	47	47	48	62	32	48	68	21	41	49	47	52	40	50	25
PCT1113	ED	65	79	0	0	464	326	0	9	7	21	4	25	6	19	14	22	23	8	20	26	4	20	10	13	21	24	27	3
PCT1113	TO	419	250	0	1	1254	1236	0	40	31	79	25	84	46	66	61	70	85	40	68	94	25	61	59	60	73	64	77	28
PCT1114	MV	429	206	0	0	939	1121	0	34	27	66	25	54	24	69	66	64	76	45	82	80	16	60	55	48	80	53	80	17
PCT1114	ED	112	116	0	0	711	449	0	18	12	28	15	23	9	22	20	35	26	14	34	31	4	28	15	11	30	30	34	10
PCT1114	TO	541	322	0	0	1650	1570	0	52	39	94	40	77	33	91	86	99	102	59	116	111	20	88	70	59	110	83	114	27
PCT1115	MV	402	195	0	0	896	1054	0	27	27	63	20	61	25	61	49	72	55	34	71	80	15	62	45	44	76	59	87	21
PCT1115	ED	95	100	0	1	556	434	0	14	11	28	17	27	9	27	22	26	25	15	26	31	3	26	16	17	27	26	35	6
PCT1115	TO	497	295	0	1	1452	1488	0	41	38	91	37	88	34	88	71	98	80	49	97	111	18	88	61	61	103	85	122	27
PCT1116	MV	407	205	0	0	971	1079	0	27	21	72	26	70	34	67	47	65	70	42	64	76	23	61	47	55	70	48	76	18
PCT1116	ED	120	153	0	0	857	673	0	25	13	46	22	45	10	39	29	50	37	20	45	45	3	45	24	28	45	34	58	10
PCT1116	TO	527	358	0	0	1828	1752	0	52	34	118	48	115	44	106	76	115	107	62	109	121	26	106	71	83	115	82	134	28
PCT1117	MV	401	182	0	1	871	939	0	29	21	63	27	62	29	57	55	68	48	25	52	60	15	56	36	31	65	43	77	20
PCT1117	ED	99	115	0	0	643	507	0	23	12	32	25	28	17	24	23	30	33	14	25	35	4	33	18	17	42	23	41	8
PCT1117	TO	500	297	0	1	1514	1446	0	52	33	95	52	90	46	81	78	98	81	39	77	95	19	89	54	48	107	66	118	28
PCT1118	MV	471	245	0	0	1173	1277	0	57	27	71	33	57	44	74	71	74	72	59	84	88	20	71	60	54	82	56	86	37
PCT1118	ED	127	119	0	0	704	486	0	24	8	32	20	22	20	34	25	26	25	10	28	35	6	25	23	20	30	21	43	9
PCT1118	TO	598	364	0	0	1877	1763	0	81	35	103	53	79	64	108	96	100	97	69	112	123	26	96	83	74	112	77	129	46
PCT1119	MV	393	217	0	0	981	1189	0	42	26	68	21	65	37	71	63	73	63	40	71	75	27	67	50	53	84	69	85	39
PCT1119	ED	83	92	0	0	538	382	0	16	14	24	13	28	15	22	14	24	25	8	17	24	4	28	10	13	24	23	33	3
PCT1119	TO	476	309	0	0	1519	1571	0	58	40	92	34	93	52	93	77	97	88	48	88	99	31	95	60	66	108	92	118	42
PCT1121	MV	319	172	0	0	881	839	0	23	17	44	19	49	30	51	45	48	49	29	61	70	17	40	39	46	45	40	61	16
PCT1121	ED	80	89	0	1	489	391	0	17	7	23	10	18	11	24	21	23	20	16	23	29	7	31	19	12	25	20	30	5
PCT1121	TO	399	261	0	1	1370	1230	0	40	24	67	29	67	41	75	66	71	69	45	84	99	24	71	58	58	70	60	91	21
PCT1122	MV	259	148	0	0	701	779	0	28	23	39	25	42	38	36	47	40	47	36	54	50	24	34	43	50	38	30	45	10
PCT1122	ED	62	66	0	0	417	243	0	11	8	12	4	15	9	13	12	17	19	11	15	16	2	15	13	11	13	10	13	4
PCT1122	TO	321	214	0	0	1118	1022	0	39	31	51	29	57	47	49	59	57	66	47	69	66	26	49	56	61	51	40	58	14
PCT1123	MV	381	166	0	0	757	903	0	28	16	65	27	57	25	57	35	57	50	37	48	64	16	51	38	39	62	45	68	18
PCT1123	ED	103	114	0	1	632	498	0	22	7	38	13	32	12	27	26	33	32	11	32	38	5	36	11	14	40	24	40	5
PCT1123	TO	484	280	0	1	1389	1401	0	50	23	103	40	89	37	84	61	90	82	48	80	102	21	87	49	53	102	69	108	23
PCT1124	MV	357	161	0	1	674	926	0	34	22	60	26	55	21	60	49	54	56	37	53	68	8	51	38	35	67	48	69	15
PCT1124	ED	90	85	0	0	534	316	0	8	6	24	10	17	4	21	18	21	16	9	17	30	1	24	8	14	23	18	25	2
PCT1124	TO	447	246	0	1	1208	1242	0	42	28	84	36	72	25	81	67	75	72	46	70	98	9	75	46	49	90	66	94	17
PCT1125	MV	521	234	0	1	912	1418	0	54	39	75	40	65	37	78	83	75	72	61	90	102	24	64	91	79	96	58	103	32
PCT1125	ED	76	101	0	0	616	394	0	12	12	26	15	24	10	25	15	33	19	14	21	29	2	21	7	11	28	28	35	7
PCT1125	TO	597	335	0	1	1528	1812	0	66	51	101	55	89	47	103	98	108	91	75	111	131	26	85	98	90	124	86	138	39
PCT1126	MV	450	197	0	0	743	1227	0	55	31	47	47	54	43	47	70	72	66	59	84	77	26	71	65	58	76	56	90	33
PCT1126	ED	116	86	0	0	475	385	0	17	11	19	15	18	12	24	19	21	18	15	26	29	6	23	17	17	26	18	29	5
PCT1126	TO	566	283	0	0	1218	1612	0	72	42	66	62	72	55	71	89	93	84	74	110	106	32	94	82	75	102	74	119	38
PCT1127	MV	407	191	0	0	782	1128	0	41	33	59	25	56	42	61	55	55	67	50	75	84	24	50	67	57	70	46	76	35
PCT1127	ED	114	113	0	1	671	449	0	20	13	28	6	24	10	19	25	27	26	16	31	30	6	24	22	21	30	26	39	6
PCT1127	TO	521	304	0	1	1453	1577	0	61	46	87	31	80	52	80	80	82	93	66	106	114	30	74	89	78	100	72	115	41
PCT1128	MV	378	177	0	0	780	990	0	31	21	52	29	55	34	56	61	52	65	38	58	77	29	53	44	48	72	42	59	14
PCT1128	ED	75	76	0	0	513	247	0	11	6	9	12	11	10	9	12	13	14	12	15	21	3	15	14	13	15	10	18	4
PCT1128	TO	453	253	0	0	1293	1237	0	42	27	61	41	66	44	65	73	65	79	50	73	98	32	68	58	61	87	52	77	18
PCT1129	MV	435	204	0	2	812	1208	0	34	30	68	27	55	37	69	73	67	80	51	69	104	28	71	60	70	68	51	72	24
PCT1129	ED	114	97	0	0	454	516	0	22	7	31	19	33	8	29	16	43	34	14	21	39	5	39	25	9	40	35	41	6
PCT1129	TO	549	301	0	2	1266	1724	0	56	37	99	46	88	45	98	89	110	114	65	90	143	33	110	85	79	108	86	113	30
PCT1131	MV	368	173	0	0	749	981	0	39	28	40	24	49	30	47	48	53	55	45	59	79	23	46	55	50	61	47	66	37
PCT1131	ED	82	66	0	0	384	276	0	8	5	13	10	14	7	14	18	17	13	12	23	18	3	15	18	15	20	9	16	8
PCT1131	TO	450	239	0	0	1133	1257	0	47	33	53	34	63	37	61	66	70	68	57	82	97	26	61	73	65	81	56	82	45
PCT1132	MV	445	237	0	0	1176	1194	0	42	22	65	31	55	37	70	62	56	72	45	90	97	26	67	63	66	74	49	79	26
PCT1132	ED	106	77	0	0	487	283	0	14	5	17	11	15	7	17	22	13	19	13	25	20	4	12	6	11	14	14	22	2
PCT1132	TO	551	314	0	0	1663	1477	0	56	27	82	42	70	44	87	84	69	91	58	115	117	30	79	69	77	88	63	101	28
PCT1133	MV	390	219	0	0	960	1230	0	47	23	70	35	63	41	76	68	73	60	45	72	81	23	77	65	51	94	64	77	25
PCT1133	ED	100	80	0	0	455	345	0	17	11	17	8	15	11	19	21	18	20	10	29	21	1	18	23	22	20	16	18	10
PCT1133	TO	490	299	0	0	1415	1575	0	64	34	87	43	78	52	95	89	91	80	55	101	102	24	95	88	73	114	80	95	35
PCT1134	MV	312	181	0	0	908	902	0	27	27	38	18	52	35	47	57	47	46	29	62	65	31	53	47	49	52	40	55	25
PCT1134	ED	108	90	0	0	439	461	0	19	11	30	14	33	13	21	22	24	23	14	26	35	10	35	23	15	25	26	35	7
PCT1134	TO	420	271	0	0	1347	1363	0	46	38	68	32	85	48	68	79	71	69	43	88	100	41	88	70	64	77	66	90	32
PCT1135	MV	255	153	0	0	749	781	0	22	12	46	25	47	20	58	51	43	54	30	51	57	11	43	32	35	45	44	46	9
PCT1135	ED	51	41	0	0	193	217	0	6	3	15	6	12	5	13	13	15	13	4	13	18	2	12	10	10	14	16	13	4
PCT1135	TO	306	194	0	0	942	998	0	28	15	61	31	59	25	71	64	58	67	34	64	75	13	55	42	45	59	60	59	13
PCT1136	MV	411	221	0	0	1048	1162	0	41	23	61	25	57	25	71	69	80	69	47	67	90	17	70	57	58	87	51	81	16
PCT1136	ED	79	92	0	1	540	370	0	23	9	19	12	22	13	18	21	20	21	15	23	23	6	15	21	19	20	16	29	5
PCT1136	TO	490	313	0	1	1588	1532	0	64	32	80	37	79	38	89	90	100	90	62	90	113	23	85	78	77	107	67	110	21
PCT9001	MV	169	74	0	3	234	476	0	17	17	28	11	31	15	33	25	30	29	15	18	37	5	24	16	23	30	21	39	12
PCT9001	ED	-12	7	0	0	67	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9001	TO	157	81	0	3	301	479	0	17	18	28	11	32	15	33	26	30	29	15	18	37	5	24	16	23	30	21	39	12
PCT9101	MV	404	254	0	1	1283	1247	0	41	25	76	28	70	36	91	70	75	73	48	51	89	25	62	58	76	87	59	79	28
PCT9101	ED	115	137	0	0	864	506	0	17	16	36	9	28	22	29	30	28	29	19	19	43	9	26	19	23	34	28	34	8
PCT9101	TO	519	391	0	1	2147	1753	0	58	41	112	37	98	58	120	100	103	102	67	70	132	34	88	77	99	121	87	113	36
PCT9102	MV	465	283	0	1	1424	1396	0	40	36	95	28	85	46	86	65	92	98	47	49	117	36	75	54	66	87	71	97	26
PCT9102	ED	127	119	0	0	693	497	0	16	9	35	10	35	12	28	27	35	32	12	16	44	11	27	20	20	35	32	34	7
PCT9102	TO	592	402	0	1	2117	1893	0	56	45	130	38	120	58	114	92	127	130	59	65	161	47	102	74	86	122	103	131	33
PCT9103	MV	408	247	0	0	1268	1202	0	49	40	74	15	77	46	73	71	60	77	51	41	86	28	61	59	58	79	59	66	32
PCT9103	ED	130	146	0	1	938	512	0	21	10	31	12	28	21	26	37	26	31	23	16	43	11	22	31	31	33	24	26	9
PCT9103	TO	538	393	0	1	2206	1714	0	70	50	105	27	105	67	99	108	86	108	74	57	129	39	83	90	89	112	83	92	41
PCT9104	MV	444	235	0	2	1148	1182	0	47	32	72	26	76	45	69	60	69	71	52	33	80	25	73	42	57	86	67	79	21
PCT9104	ED	127	140	0	0	873	527	0	14	14	38	12	35	11	31	31	30	33	17	20	43	5	32	27	25	38	30	31	10
PCT9104	TO	571	375	0	2	2021	1709	0	61	46	110	38	111	56	100	91	99	104	69	53	123	30	105	69	82	124	97	110	31
PCT9105	MV	403	275	0	0	1459	1291	0	44	33	73	26	70	43	85	74	76	77	50	51	106	28	67	73	64	85	63	83	20
PCT9105	ED	135	189	0	0	1211	679	0	22	16	43	13	39	20	44	43	30	39	20	19	61	9	44	38	34	53	41	41	10
PCT9105	TO	538	464	0	0	2670	1970	0	66	49	116	39	109	63	129	117	106	116	70	70	167	37	111	111	98	138	104	124	30
PCT9106	MV	459	297	0	0	1636	1334	0	50	30	80	17	69	40	84	95	74	69	56	55	106	28	66	64	71	98	65	78	39
PCT9106	ED	117	183	0	0	1068	762	0	33	18	45	21	49	17	48	54	45	45	27	33	61	10	35	33	43	54	36	48	7
PCT9106	TO	576	480	0	0	2704	2096	0	83	48	125	38	118	57	132	149	119	114	83	88	167	38	101	97	114	152	101	126	46
PCT9107	MV	355	205	0	0	949	1101	0	41	25	83	21	66	41	68	63	75	80	32	41	80	26	62	42	45	62	57	75	16
PCT9107	ED	105	141	0	0	807	603	0	21	18	44	18	43	16	31	28	43	33	21	19	45	13	36	19	25	39	34	49	8
PCT9107	TO	460	346	0	0	1756	1704	0	62	43	127	39	109	57	99	91	118	113	53	60	125	39	98	61	70	101	91	124	24
PCT9108	MV	361	235	0	1	1183	1157	0	22	17	94	14	78	27	87	48	75	83	32	30	91	19	76	52	54	91	67	85	15
PCT9108	ED	126	144	0	0	735	705	0	21	14	50	16	43	17	48	32	47	49	19	23	55	12	47	29	25	51	50	48	9
