area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	079:JEFF BLEICH	080:ELENI KOUNALAKIS	081:CAMERON GHARABIKLOU	082:TIM FERREIRA	083:DAVID FENNELL	084:DANNY THOMAS	085:COLE HARRIS	086:ED HERNANDEZ	087:DAVID R. HERNANDEZ	088:LYDIA ORTEGA	089:GAYLE MCLAUGHLIN	194:MARJAN S. FARIBA
PCT7344	MV	1039	334	0	0	31	303	0	55	91	2	6	5	3	20	58	5	7	51	0
PCT7345	ED	1077	183	0	0	20	163	1	33	35	1	3	3	2	6	29	1	4	45	0
PCT7345	MV	1077	283	0	0	24	259	0	61	105	1	3	3	2	8	38	3	4	31	0
PCT7346	ED	877	168	0	0	15	153	1	35	35	0	1	4	2	2	33	3	2	35	0
PCT7346	MV	877	221	0	0	21	200	0	42	56	3	1	5	1	8	35	2	5	42	0
PCT7347	ED	968	137	0	0	13	124	1	25	30	1	1	1	1	2	31	0	2	29	0
PCT7347	MV	968	279	0	2	18	259	0	51	80	3	4	2	0	7	43	6	6	57	0
PCT7348	ED	832	139	0	0	13	126	2	21	34	1	0	2	1	8	25	3	4	25	0
PCT7348	MV	832	202	0	3	15	184	3	25	52	2	2	1	4	12	49	0	7	27	0
PCT7349	ED	921	147	0	1	21	125	0	20	37	0	1	3	1	10	20	5	1	27	0
PCT7349	MV	921	282	0	1	34	247	0	43	73	2	5	10	5	16	45	8	10	30	0
PCT7501	ED	554	118	0	0	15	103	0	34	36	0	3	2	0	3	15	2	1	7	0
PCT7501	MV	554	168	0	0	30	138	0	40	48	0	4	5	0	7	23	1	5	5	0
PCT7502	ED	741	113	0	0	11	102	1	24	28	2	1	3	1	7	12	4	0	19	0
PCT7502	MV	741	349	0	0	34	315	2	92	98	3	0	13	1	14	40	4	11	37	0
PCT7503	ED	727	132	0	1	18	113	0	24	34	1	2	1	3	4	24	1	2	17	0
PCT7503	MV	727	226	0	4	24	198	0	64	61	2	6	3	3	9	19	1	6	24	0
PCT7504	ED	484	76	0	0	13	63	1	13	22	2	1	2	2	2	7	1	2	8	0
PCT7504	MV	484	158	0	1	21	136	2	40	30	1	2	1	2	6	41	1	2	8	0
PCT7505	ED	871	131	0	0	14	117	0	46	33	1	2	3	0	6	13	2	2	9	0
PCT7505	MV	871	417	0	1	57	359	0	116	107	6	2	11	3	20	58	5	11	20	0
PCT7506	ED	920	133	0	0	18	115	0	19	31	1	1	1	2	4	30	3	3	20	0
PCT7506	MV	920	252	0	1	40	211	2	36	75	1	2	2	3	18	41	2	3	26	0
PCT7507	ED	919	158	0	0	33	125	1	18	40	5	2	3	3	2	26	2	5	18	0
PCT7507	MV	919	255	0	1	34	220	0	32	71	8	0	5	2	13	43	7	5	34	0
PCT7508	ED	702	106	0	0	11	95	0	22	22	0	3	3	1	7	16	3	3	15	0
PCT7508	MV	702	340	0	1	50	289	0	64	97	3	3	7	3	24	47	7	9	25	0
PCT7509	ED	909	171	0	0	10	161	0	40	52	2	1	4	2	7	28	2	1	22	0
PCT7509	MV	909	319	0	2	31	286	0	55	97	5	2	3	0	12	61	1	8	42	0
PCT7512	ED	604	96	0	0	11	85	1	12	23	1	1	3	2	8	16	1	2	15	0
PCT7512	MV	604	196	0	3	14	179	0	34	50	0	1	7	3	26	27	4	4	23	0
PCT7513	ED	790	142	0	1	24	117	1	19	40	1	2	2	3	3	18	2	2	24	0
PCT7513	MV	790	208	0	5	29	174	0	25	49	3	2	7	1	13	43	1	5	25	0
PCT7514	ED	863	95	0	0	32	63	0	6	27	2	0	2	1	0	13	5	3	4	0
PCT7514	MV	863	235	0	2	35	198	0	17	74	3	4	5	6	10	49	5	11	14	0
PCT7515	ED	845	150	0	0	25	125	2	27	37	3	1	2	0	3	25	0	3	22	0
PCT7515	MV	845	289	0	0	49	240	1	33	85	3	4	10	2	7	53	3	6	33	0
PCT7516	ED	886	145	0	0	19	126	0	25	51	0	9	2	3	7	14	0	2	13	0
PCT7516	MV	886	378	0	0	36	342	1	52	111	2	8	10	3	22	69	6	11	47	0
PCT7517	ED	863	228	0	0	28	200	1	38	68	1	3	0	0	3	31	0	2	53	0
PCT7517	MV	863	251	0	0	25	226	0	50	79	1	2	0	2	1	36	3	2	50	0
PCT7518	ED	939	235	0	0	23	212	0	37	57	3	5	1	0	2	35	2	3	67	0
PCT7518	MV	939	298	0	1	36	261	0	59	96	3	3	6	0	4	27	1	5	57	0
PCT7519	ED	726	179	0	0	17	162	1	24	29	1	4	0	0	3	31	2	5	62	0
PCT7519	MV	726	185	0	0	30	155	0	35	47	1	1	1	0	6	17	0	3	44	0
PCT7521	ED	802	211	0	0	25	186	0	36	49	4	3	1	0	4	21	4	6	58	0
PCT7521	MV	802	215	0	1	23	191	0	48	71	0	1	1	0	0	23	1	0	46	0
PCT7522	ED	743	175	0	0	21	154	0	27	42	1	2	3	0	3	24	0	0	52	0
PCT7522	MV	743	240	0	1	28	211	0	43	81	3	1	1	1	2	17	2	1	59	0
PCT7523	ED	737	208	0	1	22	185	0	31	36	2	3	2	1	2	31	1	3	73	0
PCT7523	MV	737	223	0	0	23	200	0	44	66	0	2	2	0	6	23	2	5	50	0
PCT7524	ED	646	143	0	0	20	123	0	30	32	2	4	2	2	1	19	1	1	29	0
PCT7524	MV	646	165	0	2	19	144	0	28	56	1	1	3	2	1	19	3	0	30	0
PCT7525	ED	779	145	0	0	27	118	0	18	44	3	1	1	0	2	21	2	2	24	0
PCT7525	MV	779	214	0	0	26	188	1	44	61	1	1	3	1	4	27	1	0	44	0
PCT7526	ED	947	197	0	1	19	177	1	46	60	2	2	0	1	2	21	4	0	38	0
PCT7526	MV	947	313	0	1	35	277	1	64	90	4	5	4	0	6	36	3	4	60	0
PCT7527	ED	729	162	0	1	28	133	0	20	31	4	4	2	2	7	15	5	4	39	0
PCT7527	MV	729	237	0	2	36	199	0	41	57	1	1	9	1	9	37	2	2	39	0
PCT7529	ED	925	214	0	0	25	189	1	23	56	2	0	1	1	3	25	1	3	73	0
PCT7529	MV	925	300	0	0	30	270	0	46	99	0	5	2	1	5	35	3	4	70	0
PCT7531	ED	847	179	0	0	25	154	0	34	43	1	5	0	0	1	11	2	1	56	0
PCT7531	MV	847	263	0	0	28	235	0	54	75	3	0	1	0	1	31	7	3	60	0
PCT7532	ED	823	172	0	0	23	149	0	24	43	0	1	4	1	7	31	0	4	34	0
PCT7532	MV	823	226	0	1	20	205	0	51	59	2	4	5	1	10	31	0	7	35	0
PCT7533	ED	951	268	0	0	15	253	1	49	64	2	4	1	2	1	31	1	7	90	0
PCT7533	MV	951	297	0	0	41	256	0	49	72	2	6	2	0	10	24	2	3	86	0
PCT7534	ED	883	241	0	0	20	221	0	44	46	2	5	1	0	1	42	2	2	76	0
PCT7534	MV	883	240	0	1	15	224	0	58	60	5	5	0	0	6	26	1	5	58	0
PCT7535	ED	743	201	0	0	27	174	0	33	55	1	2	2	2	2	20	0	1	56	0
PCT7535	MV	743	251	0	1	22	228	3	40	70	0	1	2	1	3	30	1	6	71	0
PCT7536	ED	856	206	0	0	29	177	0	34	48	2	2	2	0	4	21	1	1	62	0
PCT7536	MV	856	279	0	2	39	238	0	56	87	3	4	2	1	3	26	1	4	51	0
PCT7537	ED	734	187	0	0	21	166	0	26	51	1	4	1	2	3	26	2	5	45	0
PCT7537	MV	734	225	0	1	30	194	0	42	69	2	3	0	0	4	28	1	1	44	0
PCT7538	ED	757	223	0	0	30	193	0	31	52	0	5	0	3	2	28	1	1	70	0
PCT7538	MV	757	256	0	0	27	229	0	58	80	1	2	2	2	3	24	2	1	54	0
PCT7539	ED	884	250	0	0	37	213	0	19	62	2	4	1	1	4	27	1	3	89	0
PCT7539	MV	884	286	0	1	29	256	3	57	84	1	2	0	1	1	31	3	4	69	0
PCT7541	ED	791	215	0	0	36	179	1	27	44	2	2	0	3	3	31	1	6	59	0
PCT7541	MV	791	245	0	1	28	216	1	52	64	1	1	2	1	2	34	1	0	57	0
PCT7542	ED	787	183	0	1	21	161	0	23	51	2	4	1	1	0	23	1	0	55	0
PCT7542	MV	787	247	0	0	29	218	0	37	69	1	6	2	0	1	30	1	1	70	0
PCT7543	ED	910	187	0	1	21	165	0	36	51	0	2	1	3	2	25	4	2	39	0
PCT7543	MV	910	332	0	0	37	295	0	64	87	3	2	1	1	7	48	4	1	77	0
PCT7544	ED	877	186	0	0	21	165	1	30	54	1	5	1	1	0	22	5	2	43	0
PCT7544	MV	877	331	0	1	40	290	2	49	113	5	5	4	0	3	37	2	3	67	0
PCT7545	ED	877	179	0	0	16	163	0	31	53	2	2	2	3	3	22	2	5	38	0
PCT7545	MV	877	291	0	0	35	256	0	58	82	1	5	3	2	6	44	1	7	47	0
PCT7546	ED	913	219	0	0	23	196	0	50	58	1	4	6	0	1	24	3	1	48	0
PCT7546	MV	913	310	0	1	28	281	0	64	84	1	4	5	0	5	40	2	3	73	0
PCT7547	ED	987	244	0	0	46	198	1	49	49	2	4	1	1	2	18	2	0	69	0
PCT7547	MV	987	322	0	1	35	286	1	68	72	0	1	1	1	3	39	5	4	91	0
PCT7548	ED	1054	236	0	0	19	217	0	51	55	4	1	2	3	3	37	1	3	57	0
PCT7548	MV	1054	345	0	2	27	316	2	92	83	3	2	5	0	3	43	2	5	76	0
PCT7549	ED	785	165	0	1	21	143	0	34	43	0	4	1	1	2	19	1	1	37	0
PCT7549	MV	785	281	0	2	34	245	1	60	78	1	1	2	1	11	36	4	4	46	0
PCT7551	ED	705	199	0	1	22	176	0	46	43	2	1	2	0	7	30	1	1	43	0
PCT7551	MV	705	240	0	0	30	210	0	55	62	1	0	5	0	2	35	2	0	48	0
PCT7552	ED	718	191	0	1	26	164	0	54	44	3	0	0	0	1	20	0	2	40	0
PCT7552	MV	718	232	0	0	24	208	0	56	70	0	1	7	0	3	33	1	1	36	0
PCT7553	MV	171	87	0	0	8	79	0	33	23	1	0	1	1	2	7	1	4	6	0
PCT7554	ED	785	179	0	0	21	158	2	51	42	0	2	0	0	1	18	7	3	32	0
PCT7554	MV	785	323	0	1	27	295	0	110	105	0	4	10	0	7	26	4	2	27	0
PCT7555	ED	847	242	0	0	26	216	2	73	64	3	3	1	1	7	27	1	1	33	0
PCT7555	MV	847	304	0	0	41	263	0	84	80	1	3	1	0	6	38	0	2	48	0
PCT7556	ED	961	223	0	0	31	192	0	65	58	0	1	6	0	9	17	5	2	29	0
PCT7556	MV	961	422	0	4	46	372	0	118	131	1	3	6	1	9	43	3	6	51	0
PCT7601	ED	744	128	0	1	13	114	0	18	34	3	2	7	6	4	12	1	4	23	0
PCT7601	MV	744	185	0	0	24	161	2	22	37	2	7	3	6	9	29	6	8	30	0
PCT7602	ED	880	147	0	0	16	131	0	22	37	1	3	4	4	4	19	3	4	30	0
PCT7602	MV	880	243	0	0	26	217	0	32	66	2	5	3	3	5	47	3	8	43	0
PCT7603	ED	826	152	0	2	18	132	0	18	40	0	1	0	2	5	18	2	1	45	0
PCT7603	MV	826	215	0	0	20	195	1	19	73	5	5	1	5	7	31	2	5	41	0
PCT7604	ED	906	133	0	0	15	118	1	13	22	3	5	3	2	8	24	3	6	28	0
PCT7604	MV	906	233	0	2	18	213	1	29	68	2	3	4	7	8	38	7	7	39	0
PCT7605	ED	651	77	0	1	9	67	0	7	27	2	0	2	5	2	11	0	0	11	0
PCT7605	MV	651	155	0	3	21	131	0	18	35	1	5	3	3	5	41	1	7	12	0
PCT7606	ED	895	127	0	1	19	107	0	15	23	3	9	4	3	3	19	4	3	21	0
PCT7606	MV	895	212	0	0	23	189	1	30	53	3	3	1	3	8	41	1	5	40	0
PCT7607	ED	955	120	0	1	12	107	0	10	30	2	0	4	3	5	24	2	2	25	0
PCT7607	MV	955	265	0	1	16	248	1	35	85	2	4	4	6	16	43	2	7	43	0
PCT7608	ED	388	46	0	0	10	36	0	10	6	0	1	2	1	6	6	2	0	2	0
PCT7608	MV	388	119	0	0	22	97	0	13	11	2	1	3	5	12	26	5	8	11	0
PCT7609	ED	916	101	0	1	21	79	1	11	19	2	2	4	1	0	23	3	3	10	0
PCT7609	MV	916	297	0	2	64	231	0	32	43	4	5	5	15	33	60	5	12	17	0
PCT7611	ED	756	76	0	0	14	62	1	8	11	1	0	4	1	1	20	3	0	12	0
PCT7611	MV	756	204	0	1	30	173	1	18	55	7	3	6	7	8	35	4	7	22	0
PCT7612	ED	574	76	0	1	12	63	0	11	13	2	3	0	3	4	12	1	2	12	0
PCT7612	MV	574	210	0	2	30	178	0	29	44	4	0	5	4	17	49	2	4	20	0
PCT7613	ED	887	140	0	0	14	126	0	19	37	2	1	1	2	4	24	5	2	29	0
PCT7613	MV	887	215	0	2	25	188	1	21	69	4	1	6	3	11	37	3	6	26	0
PCT7614	ED	1015	123	0	0	22	101	1	17	22	0	1	1	4	5	21	0	3	26	0
PCT7614	MV	1015	238	0	3	18	217	0	34	62	3	5	6	6	10	48	7	5	31	0
PCT7615	ED	832	108	0	2	23	83	0	11	17	2	5	2	7	6	17	4	1	11	0
PCT7615	MV	832	170	0	1	23	146	0	15	27	5	3	5	6	8	42	3	10	22	0
PCT7616	ED	951	129	0	0	14	115	1	22	43	1	3	0	2	1	22	0	3	17	0
PCT7616	MV	951	331	0	0	32	299	0	78	98	3	5	7	1	8	45	2	7	45	0
PCT7617	ED	751	84	0	1	17	66	0	14	13	2	0	3	0	3	11	0	7	13	0
PCT7617	MV	751	223	0	1	39	183	1	22	47	2	4	11	7	11	46	5	11	16	0
PCT7618	ED	866	123	0	0	16	107	1	15	29	2	3	1	2	5	14	2	1	32	0
PCT7618	MV	866	272	0	0	31	241	1	34	97	2	5	5	3	9	34	1	7	43	0
PCT7619	ED	993	154	0	0	25	129	0	15	45	2	3	4	0	3	16	3	2	36	0
PCT7619	MV	993	308	0	0	26	282	0	59	79	5	3	4	0	17	43	3	6	63	0
PCT7621	ED	1132	163	0	1	14	148	1	22	37	1	3	2	1	7	29	3	5	37	0
PCT7621	MV	1132	346	0	0	38	308	1	52	103	2	4	8	8	17	52	6	9	46	0
PCT7622	ED	964	99	0	1	14	84	0	17	18	5	2	0	5	2	16	0	2	17	0
PCT7622	MV	964	193	0	4	31	158	0	26	36	0	3	1	5	10	38	8	5	25	1
PCT7623	ED	712	122	0	1	16	105	0	15	25	5	2	4	2	4	18	1	6	23	0
PCT7623	MV	712	196	0	2	25	169	0	31	46	4	3	1	3	12	31	7	5	26	0
PCT7624	ED	905	104	0	0	12	92	0	16	34	2	3	2	2	7	14	1	2	9	0
PCT7624	MV	905	195	0	1	14	180	1	35	42	6	3	3	9	12	29	7	8	25	0
PCT7625	ED	821	73	0	0	19	54	0	6	9	1	4	2	5	4	15	2	3	3	0
PCT7625	MV	821	415	0	5	88	322	0	48	48	7	3	7	12	37	109	3	24	24	0
PCT7626	ED	1081	128	0	0	11	117	0	31	39	3	2	1	0	6	22	1	3	9	0
PCT7626	MV	1081	361	0	0	39	322	2	89	118	5	11	9	1	19	30	0	7	31	0
PCT7627	ED	1075	116	0	1	9	106	1	25	41	1	2	1	0	11	13	0	1	10	0
PCT7627	MV	1075	319	0	0	32	287	0	90	90	2	6	5	3	28	37	3	12	11	0
PCT7628	ED	906	156	0	0	20	136	1	22	37	2	4	2	0	1	31	0	3	33	0
PCT7628	MV	906	267	0	3	31	233	1	42	80	2	3	2	0	13	35	3	5	47	0
PCT7629	ED	805	108	0	0	14	94	1	14	25	1	1	0	2	1	20	0	1	28	0
PCT7629	MV	805	206	0	1	25	180	0	39	54	3	3	2	3	11	33	1	4	27	0
PCT7631	ED	1085	146	0	1	14	131	0	23	29	2	4	1	1	7	26	2	2	34	0
PCT7631	MV	1085	339	0	0	42	297	0	69	100	4	8	4	4	14	44	2	12	36	0
PCT7632	ED	965	167	0	0	23	144	0	17	47	2	4	3	1	3	25	1	4	37	0
PCT7632	MV	965	286	0	0	16	270	1	57	81	5	10	3	1	15	36	1	3	57	0
PCT7633	ED	702	90	0	0	13	77	0	18	19	2	4	1	1	3	15	1	2	11	0
PCT7633	MV	702	253	0	0	28	225	0	39	54	8	3	13	4	16	55	2	7	24	0
PCT7634	ED	859	120	0	0	17	103	1	17	29	1	3	4	0	9	16	4	8	11	0
PCT7634	MV	859	291	0	4	35	252	2	49	75	4	5	8	3	19	53	4	11	19	0
PCT7635	ED	782	89	0	0	13	76	1	14	23	1	4	1	0	1	14	0	2	15	0
PCT7635	MV	782	242	0	0	27	215	2	52	66	4	3	0	2	6	35	2	11	32	0
PCT7636	ED	920	134	0	0	21	113	1	34	31	0	2	2	2	5	21	0	2	13	0
PCT7636	MV	920	251	0	1	31	219	0	50	86	2	4	4	1	6	34	3	8	21	0
PCT7637	ED	732	89	0	0	9	80	0	16	23	0	2	0	0	7	14	3	5	10	0
PCT7637	MV	732	249	0	1	26	222	0	53	86	1	7	4	1	11	34	2	6	17	0
PCT7638	ED	1365	129	0	0	15	114	0	26	38	6	0	2	1	12	14	0	7	8	0
PCT7638	MV	1365	492	0	1	51	440	1	107	159	2	10	19	3	42	50	4	19	24	0
PCT7639	ED	962	110	0	0	17	93	1	25	23	0	3	3	0	7	17	0	5	9	0
PCT7639	MV	962	319	0	0	47	272	0	61	105	1	5	5	0	21	37	3	10	24	0
PCT7641	ED	931	114	0	0	12	102	0	24	33	1	6	0	1	6	16	1	6	8	0
PCT7641	MV	931	374	0	1	37	336	0	91	93	5	6	7	3	33	51	8	12	27	0
PCT7642	ED	909	84	0	0	8	76	0	15	29	2	3	1	1	2	13	1	3	6	0
PCT7642	MV	909	268	0	0	21	247	0	40	129	6	5	11	0	16	22	1	6	11	0
PCT7643	ED	871	99	0	0	21	78	0	17	25	2	3	1	2	3	12	1	3	9	0
PCT7643	MV	871	355	0	2	30	323	0	58	105	0	7	2	6	25	74	4	20	22	0
PCT7644	ED	1082	156	0	0	27	129	0	34	38	1	5	0	0	4	26	3	6	12	0
PCT7644	MV	1082	291	0	1	36	254	0	60	93	5	3	5	1	12	37	0	12	26	0
PCT7645	ED	631	63	0	0	6	57	0	18	8	0	2	3	2	5	10	2	1	6	0
PCT7645	MV	631	241	0	1	34	206	0	71	68	0	6	5	1	14	21	2	8	10	0
PCT7646	ED	1035	110	0	0	22	88	1	23	28	1	1	1	0	1	20	1	2	9	0
PCT7646	MV	1035	326	0	0	37	289	0	82	94	3	1	9	6	16	47	0	6	25	0
PCT7647	ED	1027	107	0	0	8	99	2	13	26	3	3	2	3	5	17	3	2	20	0
PCT7647	MV	1027	185	0	0	27	158	0	32	52	0	4	5	3	4	23	2	5	28	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	0	0	10	87	0	21	23	2	3	2	0	1	15	2	4	14	0
PCT7649	MV	877	234	0	1	28	205	0	32	53	2	7	11	3	13	35	7	10	32	0
PCT7651	ED	555	48	0	0	4	44	0	11	16	0	3	0	0	2	7	1	0	4	0
PCT7651	MV	555	155	0	0	17	138	0	36	47	3	3	4	2	6	24	0	5	8	0
PCT7652	ED	580	68	0	2	7	59	0	12	20	1	1	0	1	1	11	0	1	11	0
PCT7652	MV	580	163	0	2	18	143	0	40	53	1	4	2	0	4	21	2	1	15	0
PCT7653	ED	1092	137	0	0	26	111	0	25	41	1	5	3	0	1	20	3	3	9	0
PCT7653	MV	1092	321	0	0	42	279	4	85	85	2	5	3	1	8	47	7	9	23	0
PCT7701	ED	1012	225	0	0	25	200	0	41	57	2	3	8	2	5	34	3	2	43	0
PCT7701	MV	1012	383	0	1	44	338	0	88	107	5	4	12	2	10	55	7	4	44	0
PCT7702	ED	704	117	0	0	11	106	0	26	27	0	2	2	2	11	16	2	3	15	0
PCT7702	MV	704	302	0	0	31	271	0	58	84	5	3	16	2	24	47	6	5	21	0
PCT7703	MV	172	66	0	2	15	49	0	14	13	0	1	1	2	2	7	1	4	4	0
PCT7704	ED	977	208	0	0	23	185	1	39	63	1	4	5	2	11	29	3	8	19	0
PCT7704	MV	977	396	0	2	46	348	1	73	102	4	11	10	2	27	67	8	26	17	0
PCT7705	ED	547	123	0	0	16	107	0	28	43	0	1	5	0	2	17	1	3	7	0
PCT7705	MV	547	227	0	0	15	212	0	43	80	0	3	11	2	16	29	7	5	16	0
PCT7706	ED	821	189	0	0	8	181	0	47	57	2	0	4	3	16	23	4	4	21	0
PCT7706	MV	821	341	0	0	34	307	0	61	105	0	10	17	1	19	47	5	14	28	0
PCT7707	ED	839	200	0	0	16	184	0	53	55	0	2	1	1	14	21	5	2	30	0
PCT7707	MV	839	379	0	0	53	326	0	81	120	3	0	9	1	19	47	4	10	32	0
PCT7708	ED	860	181	0	0	16	165	0	38	70	1	2	4	2	4	23	1	5	15	0
PCT7708	MV	860	400	0	1	27	372	0	74	163	2	7	11	0	22	46	7	9	31	0
PCT7709	ED	383	85	0	0	11	74	0	15	16	0	2	1	2	1	15	0	2	20	0
PCT7709	MV	383	174	0	1	15	158	0	35	56	0	2	5	1	5	14	1	6	33	0
PCT7711	ED	772	162	0	0	16	146	0	35	47	0	1	2	3	5	15	2	3	33	0
PCT7711	MV	772	344	0	2	30	312	2	74	107	1	3	6	1	11	39	4	14	50	0
PCT7712	ED	524	131	0	0	6	125	0	21	35	0	2	5	0	5	25	0	2	30	0
PCT7712	MV	524	230	0	1	12	217	2	39	66	1	2	4	4	8	28	4	8	51	0
PCT7801	ED	970	230	0	0	21	209	0	59	68	0	2	2	0	3	24	2	3	46	0
PCT7801	MV	970	424	0	1	35	388	0	109	141	3	10	4	4	13	43	3	7	51	0
PCT7802	ED	762	205	0	1	22	182	0	68	42	0	3	2	0	1	21	1	1	43	0
PCT7802	MV	762	313	0	1	29	283	0	69	117	2	3	2	0	10	36	3	0	41	0
PCT7803	ED	823	143	0	0	19	124	0	36	35	1	0	1	1	5	16	1	1	27	0
PCT7803	MV	823	412	0	2	48	362	0	105	126	2	4	6	4	9	58	4	2	42	0
PCT7804	ED	891	236	0	0	28	208	0	42	74	0	2	2	1	4	40	1	5	37	0
PCT7804	MV	891	394	0	1	43	350	0	101	140	3	2	4	0	10	40	0	0	50	0
PCT7805	ED	785	176	0	0	16	160	0	27	55	1	0	1	2	0	24	1	1	48	0
PCT7805	MV	785	348	0	0	48	300	0	80	123	1	3	3	1	6	37	1	5	40	0
PCT7806	ED	699	163	0	0	23	140	0	33	45	0	2	0	2	1	17	0	1	39	0
PCT7806	MV	699	283	0	0	38	245	0	63	96	1	3	4	0	4	23	2	3	46	0
PCT7807	ED	796	228	0	0	19	209	0	41	69	2	3	1	0	2	29	2	2	58	0
PCT7807	MV	796	273	0	0	35	238	2	63	85	1	6	0	2	5	27	2	0	45	0
PCT7808	ED	655	178	0	0	21	157	0	31	56	0	2	1	1	1	27	1	2	35	0
PCT7808	MV	655	243	0	1	23	219	1	56	77	2	0	1	1	4	17	2	1	57	0
PCT7809	ED	742	160	0	0	17	143	0	18	56	0	0	0	0	2	25	3	0	39	0
PCT7809	MV	742	267	0	0	26	241	0	51	89	2	3	2	0	3	30	0	3	58	0
PCT7811	ED	726	186	0	0	19	167	0	33	48	0	2	1	1	0	22	3	3	54	0
PCT7811	MV	726	243	0	0	27	216	0	45	70	0	3	1	2	2	28	1	2	62	0
PCT7812	ED	843	207	0	0	23	184	0	31	48	0	2	6	0	5	35	4	5	48	0
PCT7812	MV	843	292	0	0	22	270	2	68	80	1	5	0	4	8	46	4	3	49	0
PCT7813	ED	988	251	0	0	32	219	1	35	72	0	4	1	0	2	26	0	2	76	0
PCT7813	MV	988	362	0	2	40	320	0	66	124	2	1	2	1	4	40	1	5	74	0
PCT7814	ED	892	173	0	0	27	146	2	19	24	3	2	0	1	2	29	4	8	52	0
PCT7814	MV	892	223	0	1	25	197	0	27	53	1	4	3	3	4	54	1	7	40	0
PCT7815	ED	914	178	0	1	17	160	0	32	56	1	3	1	2	2	22	4	4	33	0
PCT7815	MV	914	407	0	0	26	381	0	83	182	1	3	2	0	6	40	1	3	60	0
PCT7816	ED	858	202	0	0	16	186	0	48	72	0	4	0	0	1	30	4	4	23	0
PCT7816	MV	858	390	0	0	43	347	0	83	164	6	1	3	0	8	45	0	0	37	0
PCT7817	ED	795	215	0	0	15	200	0	31	71	1	2	1	1	2	34	4	1	52	0
PCT7817	MV	795	309	0	0	26	283	0	56	102	2	2	2	1	1	36	0	4	77	0
PCT7818	ED	823	172	0	0	23	149	0	31	55	4	0	0	1	1	23	3	0	31	0
PCT7818	MV	823	335	0	0	42	293	0	68	111	2	5	0	0	3	47	2	3	52	0
PCT7819	ED	760	169	0	0	11	158	1	35	49	0	2	3	1	6	13	1	2	45	0
PCT7819	MV	760	297	0	0	41	256	2	50	84	1	4	5	3	8	42	3	9	45	0
PCT7821	ED	947	229	0	0	16	213	0	53	77	2	5	1	1	0	36	0	2	36	0
PCT7821	MV	947	439	0	0	45	394	1	90	160	4	5	6	2	11	42	4	2	67	0
PCT7822	ED	927	244	0	0	23	221	0	30	71	1	6	0	2	6	32	1	3	69	0
PCT7822	MV	927	343	0	1	32	310	0	72	123	3	1	5	1	10	45	3	1	45	1
PCT7823	ED	857	237	0	0	21	216	2	42	71	3	0	1	1	1	35	0	1	59	0
PCT7823	MV	857	347	0	1	35	311	0	65	152	4	4	2	1	5	33	3	1	41	0
PCT7824	ED	756	170	0	0	27	143	1	30	53	0	0	0	1	6	15	0	3	34	0
PCT7824	MV	756	274	0	1	27	246	0	67	91	0	4	4	1	2	35	3	0	39	0
PCT7825	ED	580	160	0	0	16	144	0	29	49	0	3	2	1	1	19	1	5	34	0
PCT7825	MV	580	215	0	0	24	191	0	31	81	2	1	3	0	3	25	2	1	42	0
PCT7826	ED	665	214	0	0	22	192	2	26	61	2	4	2	1	1	29	0	4	60	0
PCT7826	MV	665	194	0	1	22	171	0	37	39	0	1	2	1	4	26	1	3	57	0
PCT7827	ED	828	199	0	1	22	176	1	22	40	6	6	0	2	2	18	4	2	73	0
PCT7827	MV	828	252	0	0	23	229	2	44	52	0	3	2	2	7	28	2	10	77	0
PCT7828	ED	976	205	0	0	24	181	0	47	48	3	6	5	4	2	35	1	1	29	0
PCT7828	MV	976	397	0	2	46	349	0	88	140	2	3	1	1	13	42	3	9	47	0
PCT7829	ED	882	199	0	0	20	179	0	36	73	2	2	2	3	6	17	1	2	35	0
PCT7829	MV	882	391	0	0	50	341	0	79	155	0	7	2	2	9	39	2	9	37	0
PCT7831	ED	828	202	0	0	18	184	0	40	77	1	1	2	1	4	28	1	2	27	0
PCT7831	MV	828	369	0	0	37	332	1	84	147	2	3	5	0	7	42	3	2	36	0
PCT7832	ED	781	162	0	0	21	141	1	36	49	1	2	1	0	5	22	0	3	21	0
PCT7832	MV	781	343	0	1	38	304	0	70	134	0	3	2	0	7	42	4	2	40	0
PCT7833	ED	745	182	0	0	26	156	0	32	41	0	1	2	1	1	21	2	1	54	0
PCT7833	MV	745	271	0	1	25	245	1	59	78	2	1	2	0	7	20	1	1	73	0
PCT7834	ED	836	225	0	1	29	195	1	42	42	1	2	0	1	3	18	0	7	78	0
PCT7834	MV	836	288	0	1	36	251	0	50	75	2	0	0	2	2	28	1	3	88	0
PCT7835	ED	808	175	0	0	21	154	3	41	56	1	1	2	0	4	17	2	3	24	0
PCT7835	MV	808	338	0	0	30	308	0	52	132	1	4	10	1	11	51	4	6	36	0
PCT7836	ED	979	199	0	0	18	181	1	40	62	2	4	2	0	1	33	0	2	34	0
PCT7836	MV	979	421	0	0	31	390	0	83	156	4	7	5	1	11	68	4	6	45	0
PCT7837	ED	883	237	0	0	23	214	0	42	73	2	2	0	0	6	50	0	5	34	0
PCT7837	MV	883	339	0	1	40	298	0	89	114	2	3	1	0	8	44	3	4	30	0
