area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	110:STEVE POIZNER	111:RICARDO LARA	112:NATHALIE HRIZI	113:ASIF MAHMOOD
PCT7625	ED	821	73	0	0	21	52	0	9	26	5	12
PCT7625	MV	821	415	0	1	90	324	0	74	172	24	54
PCT7626	ED	1081	128	1	0	23	104	0	34	37	12	21
PCT7626	MV	1081	361	1	1	61	298	3	116	121	24	34
PCT7627	ED	1075	116	-1	0	17	100	1	34	40	7	18
PCT7627	MV	1075	319	0	1	51	267	0	127	91	8	41
PCT7628	ED	906	156	0	0	34	122	1	21	49	30	21
PCT7628	MV	906	267	0	1	42	224	0	45	110	37	32
PCT7629	ED	805	108	-1	0	19	90	0	13	41	19	17
PCT7629	MV	805	206	2	0	42	162	1	49	75	20	17
PCT7631	ED	1085	146	-1	0	28	119	0	27	43	27	22
PCT7631	MV	1085	339	2	0	49	288	0	81	130	32	45
PCT7632	ED	965	167	1	1	31	134	1	20	53	29	31
PCT7632	MV	965	286	0	0	25	261	0	52	117	44	48
PCT7633	ED	702	90	0	1	13	76	1	21	30	9	15
PCT7633	MV	702	253	0	0	37	216	1	59	98	15	43
PCT7634	ED	859	120	1	0	31	88	2	27	32	14	13
PCT7634	MV	859	291	2	1	37	251	1	74	106	26	44
PCT7635	ED	782	89	0	0	12	77	1	17	34	11	14
PCT7635	MV	782	242	3	0	32	207	4	42	76	35	50
PCT7636	ED	920	134	-1	0	28	107	0	34	45	13	15
PCT7636	MV	920	251	-1	0	49	203	0	75	80	13	35
PCT7637	ED	732	89	0	0	18	71	0	22	30	5	14
PCT7637	MV	732	249	0	0	29	220	0	83	94	13	30
PCT7638	ED	1365	129	0	0	21	108	0	41	42	7	18
PCT7638	MV	1365	492	2	0	74	416	2	186	167	13	48
PCT7639	ED	962	110	1	0	29	80	1	25	33	7	14
PCT7639	MV	962	319	-2	0	60	261	1	98	99	23	40
PCT7641	ED	931	114	0	0	20	94	0	36	40	5	13
PCT7641	MV	931	374	0	0	52	322	1	122	128	25	46
PCT7642	ED	909	84	0	0	17	67	0	16	36	5	10
PCT7642	MV	909	268	0	1	87	180	0	70	70	13	27
PCT7643	ED	871	99	0	0	23	76	2	15	31	9	19
PCT7643	MV	871	355	2	2	49	302	1	96	129	19	57
PCT7644	ED	1082	156	-2	0	35	123	0	27	54	12	30
PCT7644	MV	1082	291	1	0	50	240	0	67	109	19	45
PCT7645	ED	631	63	0	0	14	49	0	19	16	5	9
PCT7645	MV	631	241	-3	0	32	212	0	91	78	10	33
PCT7646	ED	1035	110	0	0	30	80	1	16	42	6	15
PCT7646	MV	1035	326	0	0	44	282	0	115	85	17	65
PCT7647	ED	1027	107	0	0	8	99	4	17	43	19	16
PCT7647	MV	1027	185	0	3	35	147	0	27	70	25	25
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	14	82	2	13	39	14	14
PCT7649	MV	877	234	2	0	35	197	4	45	80	34	34
PCT7651	ED	555	48	0	0	7	41	0	12	14	4	11
PCT7651	MV	555	155	0	0	24	131	1	49	47	9	25
PCT7652	ED	580	68	-1	1	11	57	0	17	20	6	14
PCT7652	MV	580	163	-3	0	29	137	0	46	63	5	23
PCT7653	ED	1092	137	1	0	28	108	0	26	49	14	19
PCT7653	MV	1092	321	0	0	48	273	1	102	105	22	43
PCT7701	ED	1012	225	0	0	44	181	1	55	69	24	32
PCT7701	MV	1012	383	2	1	64	316	1	111	119	33	52
PCT7702	ED	704	117	0	0	18	99	0	43	41	12	3
PCT7702	MV	704	302	-1	1	45	257	0	106	97	22	32
PCT7703	MV	172	66	1	2	14	49	0	7	24	9	9
PCT7704	ED	977	208	0	0	43	165	0	68	62	17	18
PCT7704	MV	977	396	1	1	62	332	1	129	117	23	62
PCT7705	ED	547	123	0	0	24	99	1	39	47	4	8
PCT7705	MV	547	227	0	0	25	202	1	87	72	12	30
PCT7706	ED	821	189	0	0	21	168	0	64	63	10	31
PCT7706	MV	821	341	0	2	51	288	2	106	115	24	41
PCT7707	ED	839	200	1	1	35	163	0	55	64	17	27
PCT7707	MV	839	379	-1	0	62	318	1	110	139	17	51
PCT7708	ED	860	181	1	1	21	158	2	53	67	17	19
PCT7708	MV	860	400	-1	0	52	349	1	112	144	28	64
PCT7709	ED	383	85	1	0	18	66	1	15	27	16	7
PCT7709	MV	383	174	0	0	27	147	0	37	53	24	33
PCT7711	ED	772	162	0	0	22	140	1	40	54	25	20
PCT7711	MV	772	344	0	0	49	295	2	95	125	36	37
PCT7712	ED	524	131	0	0	21	110	0	24	41	25	20
PCT7712	MV	524	230	-1	1	29	201	3	53	88	34	23
PCT7801	ED	970	230	1	0	36	193	0	60	70	27	36
PCT7801	MV	970	424	-2	0	53	373	1	107	172	32	61
PCT7802	ED	762	205	-1	0	31	175	0	65	65	25	20
PCT7802	MV	762	313	2	3	54	254	0	83	105	24	42
PCT7803	ED	823	143	0	0	26	117	0	31	54	19	13
PCT7803	MV	823	412	-1	0	65	348	0	113	178	26	31
PCT7804	ED	891	236	0	0	34	202	1	54	90	30	27
PCT7804	MV	891	394	0	0	60	334	1	106	169	22	36
PCT7805	ED	785	176	1	0	26	149	0	32	70	30	17
PCT7805	MV	785	348	-1	0	57	292	0	79	142	34	37
PCT7806	ED	699	163	0	0	32	131	0	32	54	26	19
PCT7806	MV	699	283	3	0	44	236	0	78	103	31	24
PCT7807	ED	796	228	2	0	51	175	0	37	75	35	28
PCT7807	MV	796	273	0	0	48	225	3	60	102	33	27
PCT7808	ED	655	178	0	1	36	141	0	31	72	19	19
PCT7808	MV	655	243	0	0	35	208	0	48	95	36	29
PCT7809	ED	742	160	-1	0	31	130	0	15	69	33	13
PCT7809	MV	742	267	0	0	40	227	0	48	109	35	35
PCT7811	ED	726	186	-1	0	36	151	0	26	60	38	27
PCT7811	MV	726	243	1	1	36	205	1	50	82	49	23
PCT7812	ED	843	207	0	1	34	172	0	35	76	36	25
PCT7812	MV	843	292	-2	0	39	255	4	66	121	34	30
PCT7813	ED	988	251	-1	0	55	197	3	32	101	49	12
PCT7813	MV	988	362	1	0	54	307	0	73	137	58	39
PCT7814	ED	892	173	-1	1	29	144	0	20	59	53	12
PCT7814	MV	892	223	1	1	33	188	0	34	88	46	20
PCT7815	ED	914	178	-1	0	29	150	0	34	79	17	20
PCT7815	MV	914	407	0	0	45	362	0	111	173	39	39
PCT7816	ED	858	202	1	0	30	171	2	32	95	16	26
PCT7816	MV	858	390	0	1	62	327	1	76	186	18	46
PCT7817	ED	795	215	-1	0	25	191	0	35	100	35	21
PCT7817	MV	795	309	2	0	41	266	1	55	127	45	38
PCT7818	ED	823	172	0	0	40	132	0	20	67	25	20
PCT7818	MV	823	335	0	0	61	274	0	53	147	41	33
PCT7819	ED	760	169	0	0	26	143	1	30	59	31	22
PCT7819	MV	760	297	1	1	48	247	2	62	107	31	45
PCT7821	ED	947	229	0	0	36	193	0	44	98	28	23
PCT7821	MV	947	439	0	0	65	374	0	106	185	44	39
PCT7822	ED	927	244	0	0	36	208	1	23	109	46	29
PCT7822	MV	927	343	1	1	52	289	0	65	145	26	53
PCT7823	ED	857	237	0	0	36	201	3	34	105	36	23
PCT7823	MV	857	347	1	2	43	301	0	70	146	41	44
PCT7824	ED	756	170	0	0	35	135	4	38	56	24	13
PCT7824	MV	756	274	3	0	32	239	0	62	114	26	37
PCT7825	ED	580	160	-1	0	27	134	0	25	69	28	12
PCT7825	MV	580	215	0	0	31	184	0	39	88	34	23
PCT7826	ED	665	214	0	0	43	171	2	24	90	37	18
PCT7826	MV	665	194	-2	0	36	160	0	39	65	37	19
PCT7827	ED	828	199	0	0	37	162	0	26	59	57	20
PCT7827	MV	828	252	0	1	35	216	4	50	79	62	21
PCT7828	ED	976	205	2	0	35	168	1	39	73	23	32
PCT7828	MV	976	397	-1	1	51	346	1	93	179	25	48
PCT7829	ED	882	199	0	0	36	163	0	48	60	33	22
PCT7829	MV	882	391	-1	2	59	331	1	105	173	18	34
PCT7831	ED	828	202	1	0	33	168	0	37	94	22	15
PCT7831	MV	828	369	1	0	56	312	1	83	166	23	39
PCT7832	ED	781	162	-1	0	33	130	4	39	55	17	15
PCT7832	MV	781	343	-1	0	55	289	0	83	142	20	44
PCT7833	ED	745	182	-1	0	41	142	2	29	52	37	22
PCT7833	MV	745	271	0	0	43	228	0	57	92	52	27
PCT7834	ED	836	225	-1	0	55	171	1	38	63	49	20
PCT7834	MV	836	288	-1	1	46	242	1	58	98	62	23
PCT7835	ED	808	175	0	0	34	141	3	34	70	14	20
PCT7835	MV	808	338	-1	0	47	292	0	70	142	26	54
PCT7836	ED	979	199	0	0	29	170	1	41	82	20	26
PCT7836	MV	979	421	0	0	48	373	1	102	170	35	65
PCT7837	ED	883	237	1	0	43	193	2	51	95	19	26
PCT7837	MV	883	339	0	0	60	279	1	92	128	19	39
PCT7838	ED	891	210	0	0	33	177	0	52	79	20	26
PCT7838	MV	891	413	1	0	57	355	0	96	180	36	43
PCT7839	ED	830	172	-2	0	42	132	0	47	52	18	15
PCT7839	MV	830	389	1	0	65	323	0	103	156	33	31
PCT7841	ED	898	240	0	0	44	196	3	55	78	33	27
PCT7841	MV	898	353	0	0	53	300	2	89	126	45	38
PCT7842	ED	873	214	0	0	31	183	1	45	79	33	25
PCT7842	MV	873	308	2	0	52	254	0	61	99	43	51
PCT7843	ED	751	182	-1	0	28	155	1	31	75	33	15
PCT7843	MV	751	267	0	0	40	227	0	48	117	38	24
PCT7844	ED	635	160	1	0	32	127	0	26	42	38	21
PCT7844	MV	635	245	-1	0	49	197	1	38	87	45	26
PCT7845	ED	803	202	-1	0	44	159	0	43	75	24	17
PCT7845	MV	803	314	-1	0	52	263	0	71	131	19	42
PCT7846	ED	871	221	-1	0	45	177	2	67	63	26	19
PCT7846	MV	871	330	3	0	67	260	1	87	117	22	33
PCT7847	ED	878	207	0	0	38	169	2	48	77	27	15
PCT7847	MV	878	358	-2	0	70	290	1	69	142	31	47
PCT7848	ED	838	209	-2	0	45	166	1	39	80	17	29
PCT7848	MV	838	346	-2	1	55	292	1	113	120	31	27
PCT7849	ED	904	237	-1	1	50	187	0	54	75	39	19
PCT7849	MV	904	353	0	0	63	290	0	81	116	38	55
PCT7851	ED	493	118	0	0	26	92	1	31	36	9	15
PCT7851	MV	493	204	0	0	32	172	1	77	57	10	27
PCT7852	ED	634	104	0	0	21	83	0	31	37	8	7
PCT7852	MV	634	303	0	0	31	272	0	81	132	17	42
PCT7853	ED	837	180	0	0	34	146	0	30	69	19	28
PCT7853	MV	837	333	0	0	37	296	0	84	147	20	45
PCT7854	ED	874	216	0	0	49	167	0	51	65	25	26
PCT7854	MV	874	346	0	1	50	295	0	103	122	33	37
PCT7855	ED	949	259	0	1	43	215	1	53	91	39	31
PCT7855	MV	949	359	-2	0	67	294	0	98	119	43	34
PCT7856	ED	790	204	1	0	34	169	0	34	83	32	20
PCT7856	MV	790	312	-1	0	44	269	2	88	117	28	34
PCT7857	ED	913	226	0	0	42	184	3	45	78	38	20
PCT7857	MV	913	350	0	0	65	285	1	68	108	63	45
PCT7858	ED	743	192	0	0	30	162	1	16	83	51	11
PCT7858	MV	743	252	1	1	30	220	0	42	84	61	33
PCT7859	ED	879	219	0	0	36	183	1	54	70	31	27
PCT7859	MV	879	352	0	0	50	302	1	108	130	26	37
PCT7861	ED	835	184	0	0	32	152	0	43	58	31	20
PCT7861	MV	835	367	0	0	49	318	1	82	168	39	28
PCT7862	ED	850	237	0	0	46	191	1	63	75	25	27
PCT7862	MV	850	323	-1	0	54	270	0	84	120	39	27
PCT7863	ED	870	237	0	0	33	204	2	47	79	44	32
PCT7863	MV	870	302	0	0	44	258	1	61	114	46	36
PCT7864	ED	773	188	0	0	29	159	1	40	73	29	16
PCT7864	MV	773	284	-2	0	47	239	0	68	105	33	33
PCT7865	ED	808	178	0	0	28	150	0	40	62	33	15
PCT7865	MV	808	310	0	0	64	246	0	62	111	37	36
PCT7866	ED	816	184	0	0	22	162	3	54	67	19	19
PCT7866	MV	816	389	0	2	69	318	0	132	122	22	42
PCT7867	ED	932	209	0	1	43	165	2	60	65	13	25
PCT7867	MV	932	385	3	0	51	331	1	106	138	41	45
PCT7868	ED	860	218	0	0	36	182	2	41	82	31	26
PCT7868	MV	860	324	1	1	40	282	0	78	143	22	39
PCT7869	ED	842	219	1	0	37	181	1	52	82	24	22
PCT7869	MV	842	376	-1	0	58	319	1	114	123	38	43
PCT7871	ED	882	240	-3	2	48	193	0	52	89	19	33
PCT7871	MV	882	364	1	1	60	302	3	85	149	23	42
PCT7872	ED	864	242	0	0	50	192	0	60	77	27	28
PCT7872	MV	864	369	0	1	71	297	0	86	132	30	49
PCT7873	ED	841	231	0	0	40	191	2	52	78	29	30
PCT7873	MV	841	387	0	1	59	327	0	111	135	42	39
PCT7874	ED	453	85	0	0	17	68	0	16	27	14	11
PCT7874	MV	453	174	1	0	21	152	1	36	71	18	26
PCT7875	ED	615	127	0	0	22	105	1	26	43	25	10
PCT7875	MV	615	203	-2	0	37	168	1	28	75	30	34
PCT7876	ED	491	101	0	0	22	79	1	13	37	7	21
PCT7876	MV	491	148	-1	0	32	117	0	18	62	19	18
PCT7901	ED	466	87	-1	0	15	73	2	11	32	16	12
PCT7901	MV	466	133	0	0	21	112	0	26	53	17	16
PCT7902	ED	921	188	0	0	27	161	1	21	69	51	19
PCT7902	MV	921	259	0	0	35	224	1	42	107	43	31
PCT7903	ED	819	144	0	1	22	121	2	20	53	32	14
PCT7903	MV	819	244	0	1	30	213	4	37	102	49	21
PCT7904	ED	846	137	0	0	16	121	0	26	47	37	11
PCT7904	MV	846	248	-1	0	38	211	1	43	105	37	25
PCT7905	ED	821	199	1	0	34	164	1	31	72	37	23
PCT7905	MV	821	275	3	1	37	234	0	61	104	36	33
PCT7906	ED	769	164	1	0	37	126	1	15	51	42	17
PCT7906	MV	769	214	-1	0	35	180	0	36	86	38	20
PCT7907	ED	926	201	2	0	29	170	1	26	65	61	17
PCT7907	MV	926	286	1	0	48	237	1	58	112	46	20
PCT7908	ED	936	191	0	1	32	158	1	30	67	44	16
PCT7908	MV	936	267	0	0	46	221	1	48	104	45	23
PCT7909	ED	726	190	0	0	29	161	0	27	57	62	15
PCT7909	MV	726	221	0	1	32	188	0	30	86	46	26
PCT7911	ED	849	192	0	0	26	166	4	22	80	36	24
PCT7911	MV	849	250	1	0	36	213	1	55	96	34	27
PCT7912	ED	1036	215	2	0	46	167	3	20	67	59	18
PCT7912	MV	1036	314	4	0	40	270	0	53	116	67	34
PCT7913	ED	887	240	0	0	34	206	0	26	85	75	20
PCT7913	MV	887	244	-1	0	32	213	0	45	86	54	28
PCT7914	ED	833	208	0	0	32	176	1	28	81	59	7
PCT7914	MV	833	253	1	4	28	220	0	33	103	57	27
PCT7915	ED	802	213	0	1	34	178	0	26	70	68	14
PCT7915	MV	802	222	1	2	27	192	0	47	71	52	22
PCT7916	ED	887	215	0	0	34	181	0	31	64	66	20
PCT7916	MV	887	289	0	0	39	250	0	52	113	63	22
PCT7917	ED	983	254	-1	0	39	216	2	31	84	75	24
PCT7917	MV	983	287	0	1	26	260	1	38	126	75	20
PCT7918	ED	790	191	0	0	37	154	2	21	61	50	20
PCT7918	MV	790	234	-1	0	33	202	1	45	97	44	15
PCT7919	ED	857	217	0	1	35	181	3	14	91	46	27
PCT7919	MV	857	241	0	0	32	209	0	32	96	57	24
PCT7921	ED	883	151	-1	0	18	134	2	16	59	40	17
PCT7921	MV	883	210	0	0	24	186	0	37	93	39	17
PCT7922	ED	797	182	1	0	20	161	0	14	56	75	16
PCT7922	MV	797	241	1	1	24	215	0	30	119	36	30
PCT7923	ED	863	202	0	0	28	174	0	22	70	54	28
PCT7923	MV	863	241	0	0	32	209	0	45	94	49	21
PCT7924	ED	806	172	1	0	21	150	1	18	60	56	15
PCT7924	MV	806	247	0	0	21	226	0	37	108	49	32
PCT7925	ED	570	114	0	0	26	88	0	12	40	27	9
PCT7925	MV	570	191	0	0	32	159	0	22	78	37	22
PCT7926	ED	768	177	0	0	26	151	2	27	54	47	21
PCT7926	MV	768	296	0	0	51	245	2	50	110	56	27
PCT7927	ED	733	187	0	0	32	155	1	22	60	50	22
PCT7927	MV	733	289	-1	0	38	252	0	68	116	42	26
PCT7928	ED	899	253	-1	0	37	217	0	51	86	54	26
PCT7928	MV	899	297	2	1	32	262	0	63	121	54	24
PCT7929	ED	840	200	-1	0	34	167	1	42	59	43	22
PCT7929	MV	840	367	2	0	46	319	0	88	143	54	34
PCT7931	ED	732	189	0	0	30	159	0	35	72	30	22
PCT7931	MV	732	317	-1	0	46	272	0	66	144	32	30
PCT7932	ED	551	112	0	0	20	92	0	21	36	23	12
PCT7932	MV	551	225	0	0	32	193	0	48	80	37	28
PCT7933	MV	8	4	0	0	2	2	0	1	0	0	1
PCT7934	ED	885	195	-4	0	46	153	0	26	66	44	17
PCT7934	MV	885	328	2	0	50	276	2	52	143	54	25
PCT7935	ED	938	283	0	0	52	231	0	47	105	55	24
PCT7935	MV	938	370	2	0	53	315	1	76	144	56	38
PCT7936	ED	832	246	-1	0	38	209	0	34	95	60	20
PCT7936	MV	832	326	1	0	42	283	2	58	153	54	16
PCT7937	ED	874	223	0	0	41	182	1	32	89	42	18
PCT7937	MV	874	309	0	0	36	273	4	72	131	41	25
PCT7938	ED	774	162	0	0	28	134	1	21	54	35	23
PCT7938	MV	774	247	0	1	28	218	1	36	84	62	35
PCT7939	ED	667	186	2	0	27	157	2	32	67	42	14
PCT7939	MV	667	230	1	1	35	193	0	40	98	36	19
PCT7941	ED	728	167	1	0	22	144	3	29	73	26	13
PCT7941	MV	728	236	1	0	33	202	0	42	95	38	27
PCT7942	ED	893	166	1	0	38	127	1	27	54	33	12
PCT7942	MV	893	286	-1	0	35	252	2	56	130	31	33
PCT7943	ED	887	192	0	0	29	163	0	39	72	31	21
PCT7943	MV	887	319	2	1	40	276	0	66	143	33	34
PCT7944	ED	769	201	-1	0	28	174	1	26	88	44	15
PCT7944	MV	769	235	0	0	33	202	0	40	99	34	29
PCT7945	ED	897	118	0	0	23	95	1	15	49	20	10
PCT7945	MV	897	294	3	0	39	252	0	44	123	52	33
PCT7946	ED	909	134	1	0	16	117	1	28	43	25	20
PCT7946	MV	909	348	3	1	53	291	2	91	137	29	32
PCT7947	ED	894	128	-1	0	19	110	1	22	54	12	21
PCT7947	MV	894	327	-1	1	72	255	0	63	127	39	26
PCT7948	ED	900	165	0	0	34	131	1	26	54	24	26
PCT7948	MV	900	313	-2	0	47	268	2	75	125	26	40
PCT7949	ED	552	78	3	0	16	59	1	13	23	9	13
PCT7949	MV	552	224	0	1	49	174	0	54	86	6	28
PCT7951	ED	830	97	0	0	21	76	0	19	34	11	12
PCT7951	MV	830	341	0	1	62	278	4	94	111	31	38
PCT7952	ED	823	100	0	0	12	88	1	21	43	10	13
PCT7952	MV	823	288	-1	1	36	252	0	53	143	34	22
PCT7953	ED	795	103	-2	0	18	87	1	20	40	12	14
PCT7953	MV	795	294	0	0	43	251	1	73	116	24	37
PCT7955	ED	854	116	0	0	21	95	0	20	46	18	11
PCT7955	MV	854	320	0	1	59	260	2	70	111	40	37
PCT7956	ED	779	101	0	1	24	76	1	19	30	13	13
PCT7956	MV	779	247	3	0	30	214	0	74	95	15	30
PCT7957	ED	623	97	1	0	18	78	3	18	32	9	16
PCT7957	MV	623	217	0	0	32	185	1	39	96	25	24
PCT7958	MV	263	104	0	0	17	87	0	34	30	12	11
PCT7959	ED	695	110	0	0	17	93	0	14	44	23	12
PCT7959	MV	695	190	0	1	34	155	1	34	72	20	28
PCT9001	MV	257	101	2	0	12	87	0	13	56	4	14
PCT9101	ED	833	190	0	0	34	156	1	45	55	25	30
PCT9101	MV	833	323	0	1	52	270	0	95	92	25	58
PCT9102	ED	950	182	-1	0	39	144	1	44	50	24	25
PCT9102	MV	950	335	4	0	46	285	1	94	95	27	68
PCT9103	ED	924	174	0	1	31	142	1	53	43	15	30
PCT9103	MV	924	302	0	0	58	244	3	89	94	15	43
PCT9104	ED	937	176	0	0	35	141	2	45	40	26	28
PCT9104	MV	937	332	0	0	59	273	0	69	119	36	49
PCT9105	ED	888	191	1	0	37	153	2	40	43	34	34
PCT9105	MV	888	339	-1	0	58	282	2	85	104	38	53
PCT9106	ED	907	213	1	0	36	176	0	60	68	20	28
PCT9106	MV	907	334	4	0	62	268	1	98	93	29	47
PCT9107	ED	806	164	0	0	29	135	0	37	59	24	15
PCT9107	MV	806	246	1	0	47	198	0	62	66	35	35
PCT9108	ED	761	185	-1	0	30	156	1	45	43	45	22
PCT9108	MV	761	220	-1	1	36	184	0	57	69	21	37
PCT9109	ED	848	205	-1	0	38	168	1	44	60	34	29
PCT9109	MV	848	285	4	0	47	234	0	87	89	25	33
PCT9111	ED	756	150	0	1	28	121	0	37	42	20	22
PCT9111	MV	756	226	-1	0	31	196	0	58	56	36	46
PCT9112	ED	918	211	0	0	35	176	1	50	59	36	30
PCT9112	MV	918	295	0	3	42	250	0	83	84	37	46
PCT9113	ED	959	231	0	0	40	191	1	64	65	34	27
PCT9113	MV	959	351	1	0	62	288	0	101	99	39	49
PCT9114	ED	820	170	0	1	41	128	1	34	41	28	24
PCT9114	MV	820	273	1	0	48	224	0	52	86	47	39
PCT9115	ED	873	172	0	0	25	147	2	29	45	34	37
PCT9115	MV	873	287	2	0	50	235	1	57	92	45	40
PCT9116	ED	903	193	2	0	33	158	2	31	52	43	30
PCT9116	MV	903	314	4	0	46	264	1	80	80	55	48
PCT9117	ED	756	180	2	0	29	149	0	42	55	26	26
PCT9117	MV	756	285	1	0	59	225	1	84	95	12	33
PCT9118	ED	923	184	0	0	39	145	1	36	49	32	27
PCT9118	MV	923	268	0	0	60	208	1	59	68	32	48
PCT9119	ED	856	152	-2	0	35	119	0	35	38	19	27
PCT9119	MV	856	323	0	0	49	274	1	78	111	37	47
PCT9121	ED	890	188	0	0	34	154	1	45	53	26	29
PCT9121	MV	890	274	0	0	55	219	3	50	98	21	47
PCT9122	ED	913	131	0	0	33	98	0	21	36	20	21
PCT9122	MV	913	292	1	0	51	240	1	67	76	37	59
PCT9123	ED	829	175	0	0	29	146	0	45	56	18	27
PCT9123	MV	829	270	1	0	41	228	2	70	69	36	51
PCT9124	ED	832	150	0	0	27	123	0	27	50	27	19
PCT9124	MV	832	290	1	0	55	234	1	76	73	31	53
PCT9125	ED	822	159	1	0	30	128	1	32	42	25	28
PCT9125	MV	822	299	-3	0	56	246	0	76	93	32	45
PCT9126	ED	945	186	0	0	37	149	1	47	43	31	27
PCT9126	MV	945	350	0	0	74	276	1	97	78	45	55
PCT9127	ED	908	209	0	0	47	162	1	55	48	27	31
PCT9127	MV	908	315	-1	0	62	254	0	76	92	38	48
PCT9128	ED	805	188	0	0	36	152	1	45	51	29	26
PCT9128	MV	805	296	0	0	55	241	0	85	89	29	38
PCT9129	ED	713	173	0	0	25	148	2	39	60	24	23
PCT9129	MV	713	225	3	0	38	184	0	60	73	18	33
PCT9131	ED	740	151	0	0	22	129	2	38	42	19	28
PCT9131	MV	740	274	2	0	46	226	0	76	73	36	41
PCT9132	ED	827	167	0	0	38	129	1	21	56	27	24
PCT9132	MV	827	251	0	2	46	203	1	62	80	26	34
PCT9133	ED	1007	188	0	0	21	167	0	52	54	29	32
PCT9133	MV	1007	388	1	0	59	328	1	73	124	50	80
PCT9134	ED	893	132	0	0	24	108	1	21	34	23	29
PCT9134	MV	893	297	3	0	49	245	2	85	89	36	33
PCT9135	ED	778	149	0	0	34	115	0	35	26	23	31
PCT9135	MV	778	269	1	1	47	220	1	86	80	22	31
PCT9136	ED	894	191	0	0	30	161	1	39	47	35	39
PCT9136	MV	894	289	4	0	65	220	4	66	73	32	45
PCT9137	ED	946	201	0	0	33	168	1	52	47	32	36
PCT9137	MV	946	323	3	1	64	255	1	70	85	50	49
PCT9138	ED	892	155	-1	0	38	118	1	42	29	19	27
PCT9138	MV	892	323	-2	0	52	273	2	90	96	28	57
PCT9139	ED	912	163	-1	0	33	131	0	39	47	23	22
PCT9139	MV	912	356	1	0	71	284	0	108	94	30	52
PCT9141	ED	904	168	2	0	29	137	0	49	37	27	24
PCT9141	MV	904	328	-1	0	54	275	1	90	101	41	42
PCT9142	ED	921	219	1	0	25	193	4	41	64	34	50
PCT9142	MV	921	288	-1	0	53	236	1	63	104	30	38
PCT9143	ED	887	196	0	0	42	154	1	46	50	33	24
PCT9143	MV	887	315	3	2	48	262	1	85	78	44	54
PCT9144	ED	931	221	1	0	36	184	2	53	64	40	25
PCT9144	MV	931	322	-2	0	59	265	0	102	99	30	34
PCT9145	ED	837	197	0	0	41	156	0	42	50	32	32
PCT9145	MV	837	282	0	0	52	230	1	75	91	31	32
PCT9146	ED	866	206	0	0	33	173	1	46	53	42	31
PCT9146	MV	866	297	-1	0	56	242	0	66	84	55	37
PCT9147	ED	920	227	1	0	44	182	0	54	66	37	25
PCT9147	MV	920	318	-2	1	58	261	0	63	79	61	58
PCT9148	ED	946	226	0	0	35	191	3	61	62	26	39
PCT9148	MV	946	322	3	0	50	269	0	89	98	39	43
PCT9149	ED	884	196	0	1	37	158	0	40	61	26	31
PCT9149	MV	884	296	-1	0	46	251	2	63	99	37	50
PCT9151	ED	806	152	-1	1	28	124	0	44	40	17	23
PCT9151	MV	806	267	-1	0	52	216	1	78	73	17	47
PCT9152	ED	712	67	1	0	13	53	0	16	11	12	14
PCT9152	MV	712	138	1	0	15	122	0	38	36	23	25
PCT9201	ED	953	201	0	0	27	174	1	45	59	35	34
PCT9201	MV	953	229	2	0	30	197	0	57	71	32	37
PCT9202	ED	908	184	-1	2	35	148	0	37	57	24	30
PCT9202	MV	908	218	0	1	42	175	1	57	59	25	33
PCT9203	ED	968	145	0	0	38	107	0	56	32	5	14
PCT9203	MV	968	300	4	0	49	247	1	133	75	11	27
PCT9204	ED	809	147	0	0	40	107	1	52	32	5	17
PCT9204	MV	809	223	-3	0	32	194	0	109	48	13	24
PCT9205	ED	694	113	0	0	31	82	0	29	30	8	15
PCT9205	MV	694	201	2	2	45	152	0	62	56	10	24
PCT9206	ED	887	135	-1	0	28	108	0	60	30	2	16
PCT9206	MV	887	294	0	0	48	246	1	138	60	9	38
PCT9207	ED	913	148	0	1	30	117	0	62	34	4	17
PCT9207	MV	913	249	1	0	48	200	0	83	74	11	32
PCT9208	ED	936	147	0	0	35	112	0	39	34	10	29
PCT9208	MV	936	240	-1	0	47	194	0	86	56	13	39
PCT9209	ED	675	121	-1	0	23	99	0	41	30	5	23
PCT9209	MV	675	188	0	0	39	149	0	69	59	6	15
PCT9211	ED	834	130	0	0	32	98	0	37	40	8	13
PCT9211	MV	834	212	1	0	37	174	1	83	55	10	25
PCT9212	ED	764	121	0	0	22	99	1	36	36	7	19
PCT9212	MV	764	205	3	0	35	167	3	64	57	17	26
PCT9213	ED	890	140	0	0	23	117	0	32	49	15	21
PCT9213	MV	890	260	2	1	46	211	1	96	66	13	35
PCT9214	ED	581	92	0	0	29	63	0	24	26	1	12
PCT9214	MV	581	203	2	0	26	175	0	95	44	4	32
PCT9215	ED	626	130	0	0	39	91	0	43	29	1	18
PCT9215	MV	626	170	-1	0	31	140	1	79	36	4	20
PCT9216	ED	798	134	-1	0	34	101	0	42	34	7	18
PCT9216	MV	798	206	0	0	48	158	0	81	50	9	18
PCT9217	ED	684	123	0	0	28	95	1	33	39	6	16
PCT9217	MV	684	187	3	0	37	147	0	60	49	13	25
PCT9218	ED	797	119	0	0	27	92	0	34	29	9	20
PCT9218	MV	797	225	2	0	44	179	2	80	59	7	31
PCT9219	ED	733	146	0	0	30	116	1	40	40	11	24
