area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	167:CURTIS KARNOW	168:MARIA EVANGELISTA
PCT7709	ED	383	85	1	0	20	64	0	21	43
PCT7709	MV	383	174	0	0	26	148	0	70	78
PCT7711	ED	772	162	0	0	35	127	0	57	70
PCT7711	MV	772	344	0	1	60	283	1	176	106
PCT7712	ED	524	131	0	0	26	105	0	49	56
PCT7712	MV	524	230	-1	0	42	189	3	98	88
PCT7801	ED	970	230	1	0	57	172	0	89	83
PCT7801	MV	970	424	-2	1	66	359	0	237	122
PCT7802	ED	762	205	-1	0	50	156	0	85	71
PCT7802	MV	762	313	2	0	62	249	0	143	106
PCT7803	ED	823	143	0	0	29	114	0	57	57
PCT7803	MV	823	412	-1	0	70	343	0	221	122
PCT7804	ED	891	236	0	0	37	199	2	94	103
PCT7804	MV	891	394	0	0	72	322	2	210	110
PCT7805	ED	785	176	1	0	22	153	0	63	90
PCT7805	MV	785	348	-1	0	71	278	1	160	117
PCT7806	ED	699	163	0	0	35	128	0	51	77
PCT7806	MV	699	283	3	0	51	229	0	138	91
PCT7807	ED	796	228	2	0	45	181	0	84	97
PCT7807	MV	796	273	0	0	58	215	2	114	99
PCT7808	ED	655	178	0	0	33	145	1	75	69
PCT7808	MV	655	243	0	0	45	198	0	95	103
PCT7809	ED	742	160	-1	0	28	133	0	51	82
PCT7809	MV	742	267	0	0	48	219	1	109	109
PCT7811	ED	726	186	-1	0	33	154	0	52	102
PCT7811	MV	726	243	1	0	40	202	0	93	109
PCT7812	ED	843	207	0	0	44	163	0	68	95
PCT7812	MV	843	292	-2	1	47	246	3	126	117
PCT7813	ED	988	251	-1	0	63	189	2	69	118
PCT7813	MV	988	362	1	0	67	294	1	146	147
PCT7814	ED	892	173	-1	0	32	142	0	32	110
PCT7814	MV	892	223	1	1	30	191	0	87	104
PCT7815	ED	914	178	-1	0	38	141	0	67	74
PCT7815	MV	914	407	0	0	66	341	0	199	142
PCT7816	ED	858	202	1	0	35	166	0	81	85
PCT7816	MV	858	390	0	0	73	317	0	197	120
PCT7817	ED	795	215	-1	0	39	177	0	86	91
PCT7817	MV	795	309	2	0	43	264	0	129	135
PCT7818	ED	823	172	0	0	37	135	1	63	71
PCT7818	MV	823	335	0	0	62	273	1	141	131
PCT7819	ED	760	169	0	0	35	134	1	49	84
PCT7819	MV	760	297	1	0	48	248	0	118	130
PCT7821	ED	947	229	0	0	50	179	0	82	97
PCT7821	MV	947	439	0	0	69	370	0	225	145
PCT7822	ED	927	244	0	0	46	198	0	92	106
PCT7822	MV	927	343	1	0	49	293	1	171	121
PCT7823	ED	857	237	0	0	39	198	1	74	123
PCT7823	MV	857	347	1	0	55	291	0	154	137
PCT7824	ED	756	170	0	0	35	135	2	61	72
PCT7824	MV	756	274	3	0	45	226	0	123	103
PCT7825	ED	580	160	-1	0	35	126	0	57	69
PCT7825	MV	580	215	0	0	35	180	0	88	92
PCT7826	ED	665	214	0	0	46	168	2	67	99
PCT7826	MV	665	194	-2	0	42	154	0	71	83
PCT7827	ED	828	199	0	0	38	161	0	45	116
PCT7827	MV	828	252	0	0	39	213	1	90	122
PCT7828	ED	976	205	2	0	45	158	1	72	85
PCT7828	MV	976	397	-1	0	80	318	2	185	131
PCT7829	ED	882	199	0	0	40	159	0	85	74
PCT7829	MV	882	391	-1	0	72	320	0	211	109
PCT7831	ED	828	202	1	0	37	164	0	85	79
PCT7831	MV	828	369	1	0	65	303	1	189	113
PCT7832	ED	781	162	-1	0	36	127	3	69	55
PCT7832	MV	781	343	-1	0	65	279	0	170	109
PCT7833	ED	745	182	-1	0	47	136	0	57	79
PCT7833	MV	745	271	0	0	51	220	0	93	127
PCT7834	ED	836	225	-1	0	51	175	1	56	118
PCT7834	MV	836	288	-1	0	49	240	1	108	131
PCT7835	ED	808	175	0	0	37	138	2	60	76
PCT7835	MV	808	338	-1	0	52	287	3	165	119
PCT7836	ED	979	199	0	0	31	168	2	86	80
PCT7836	MV	979	421	0	0	67	354	4	187	163
PCT7837	ED	883	237	1	1	45	190	0	106	84
PCT7837	MV	883	339	0	0	82	257	0	165	92
PCT7838	ED	891	210	0	0	42	168	0	90	78
PCT7838	MV	891	413	1	0	67	345	0	209	136
PCT7839	ED	830	172	-2	0	44	130	0	82	48
PCT7839	MV	830	389	1	0	64	324	0	209	115
PCT7841	ED	898	240	0	0	61	179	1	80	98
PCT7841	MV	898	353	0	0	69	284	3	156	125
PCT7842	ED	873	214	0	0	29	185	0	81	104
PCT7842	MV	873	308	2	0	47	259	1	126	132
PCT7843	ED	751	182	-1	0	32	151	1	60	90
PCT7843	MV	751	267	0	1	47	219	0	101	118
PCT7844	ED	635	160	1	0	29	130	0	50	80
PCT7844	MV	635	245	-1	0	37	209	1	91	117
PCT7845	ED	803	202	-1	0	46	157	0	90	67
PCT7845	MV	803	314	-1	0	58	257	0	173	84
PCT7846	ED	871	221	-1	0	50	172	3	103	66
PCT7846	MV	871	330	3	0	65	262	0	178	84
PCT7847	ED	878	207	0	0	44	163	1	78	84
PCT7847	MV	878	358	-2	0	62	298	0	176	122
PCT7848	ED	838	209	-2	0	36	175	2	90	83
PCT7848	MV	838	346	-2	1	58	289	2	166	121
PCT7849	ED	904	237	-1	0	56	182	0	76	106
PCT7849	MV	904	353	0	0	68	285	0	153	132
PCT7851	ED	493	118	0	0	33	85	0	55	30
PCT7851	MV	493	204	0	1	36	167	0	125	42
PCT7852	ED	634	104	0	0	20	84	0	47	37
PCT7852	MV	634	303	0	0	49	254	0	158	96
PCT7853	ED	837	180	0	0	45	135	2	75	58
PCT7853	MV	837	333	0	0	44	289	0	176	113
PCT7854	ED	874	216	0	1	51	164	1	77	86
PCT7854	MV	874	346	0	0	60	286	0	171	115
PCT7855	ED	949	259	0	0	44	215	0	106	109
PCT7855	MV	949	359	-2	1	77	283	1	159	123
PCT7856	ED	790	204	1	0	33	170	0	80	90
PCT7856	MV	790	312	-1	0	58	255	2	148	105
PCT7857	ED	913	226	0	0	52	174	1	65	108
PCT7857	MV	913	350	0	1	80	269	0	130	139
PCT7858	ED	743	192	0	0	44	148	0	42	106
PCT7858	MV	743	252	1	0	34	217	0	90	127
PCT7859	ED	879	219	0	0	42	177	1	99	77
PCT7859	MV	879	352	0	0	63	289	1	191	97
PCT7861	ED	835	184	0	0	31	153	1	73	79
PCT7861	MV	835	367	0	1	58	308	1	178	129
PCT7862	ED	850	237	0	0	44	193	0	100	93
PCT7862	MV	850	323	-1	0	48	276	1	162	113
PCT7863	ED	870	237	0	0	40	197	2	73	122
PCT7863	MV	870	302	0	0	50	252	0	117	135
PCT7864	ED	773	188	0	0	29	159	0	56	103
PCT7864	MV	773	284	-2	1	51	234	0	118	116
PCT7865	ED	808	178	0	0	39	139	0	56	83
PCT7865	MV	808	310	0	0	55	255	0	128	127
PCT7866	ED	816	184	0	0	38	146	1	78	67
PCT7866	MV	816	389	0	0	64	325	0	234	91
PCT7867	ED	932	209	0	1	61	147	3	81	63
PCT7867	MV	932	385	3	0	52	330	2	186	142
PCT7868	ED	860	218	0	0	31	187	2	86	99
PCT7868	MV	860	324	1	0	45	278	1	176	101
PCT7869	ED	842	219	1	0	39	179	0	85	94
PCT7869	MV	842	376	-1	0	63	314	0	194	120
PCT7871	ED	882	240	-3	0	51	192	1	90	101
PCT7871	MV	882	364	1	0	50	313	3	188	122
PCT7872	ED	864	242	0	0	65	177	0	85	92
PCT7872	MV	864	369	0	0	78	291	0	145	146
PCT7873	ED	841	231	0	0	46	185	1	95	89
PCT7873	MV	841	387	0	0	54	333	1	210	122
PCT7874	ED	453	85	0	0	14	71	0	35	36
PCT7874	MV	453	174	1	0	27	146	1	90	55
PCT7875	ED	615	127	0	0	25	102	1	33	68
PCT7875	MV	615	203	-2	0	42	163	2	61	100
PCT7876	ED	491	101	0	0	23	78	0	33	45
PCT7876	MV	491	148	-1	0	36	113	0	57	56
PCT7901	ED	466	87	-1	0	28	60	2	15	43
PCT7901	MV	466	133	0	0	26	107	1	42	64
PCT7902	ED	921	188	0	0	34	154	4	46	104
PCT7902	MV	921	259	0	0	50	209	1	73	135
PCT7903	ED	819	144	0	1	33	110	2	23	85
PCT7903	MV	819	244	0	0	38	206	1	79	126
PCT7904	ED	846	137	0	0	24	113	0	41	72
PCT7904	MV	846	248	-1	0	39	210	0	95	115
PCT7905	ED	821	199	1	0	39	159	2	62	95
PCT7905	MV	821	275	3	0	39	233	0	112	121
PCT7906	ED	769	164	1	0	38	125	0	32	93
PCT7906	MV	769	214	-1	0	48	167	0	72	95
PCT7907	ED	926	201	2	0	30	169	1	50	118
PCT7907	MV	926	286	1	0	44	241	1	101	139
PCT7908	ED	936	191	0	0	27	164	1	58	105
PCT7908	MV	936	267	0	0	35	232	1	103	128
PCT7909	ED	726	190	0	0	27	163	1	38	124
PCT7909	MV	726	221	0	0	36	185	0	73	112
PCT7911	ED	849	192	0	0	33	159	3	52	104
PCT7911	MV	849	250	1	0	43	206	2	79	125
PCT7912	ED	1036	215	2	0	49	164	1	45	118
PCT7912	MV	1036	314	4	0	54	256	1	118	137
PCT7913	ED	887	240	0	0	40	200	1	63	136
PCT7913	MV	887	244	-1	0	33	212	0	78	134
PCT7914	ED	833	208	0	0	32	176	0	56	120
PCT7914	MV	833	253	1	0	39	213	3	73	137
PCT7915	ED	802	213	0	0	44	169	0	48	121
PCT7915	MV	802	222	1	0	41	180	0	61	119
PCT7916	ED	887	215	0	0	39	176	1	52	123
PCT7916	MV	887	289	0	1	35	253	0	109	144
PCT7917	ED	983	254	-1	0	52	203	1	41	161
PCT7917	MV	983	287	0	1	36	250	0	85	165
PCT7918	ED	790	191	0	0	40	151	0	37	114
PCT7918	MV	790	234	-1	0	39	196	0	80	116
PCT7919	ED	857	217	0	0	36	181	0	39	142
PCT7919	MV	857	241	0	0	38	203	0	74	129
PCT7921	ED	883	151	-1	0	26	126	2	36	88
PCT7921	MV	883	210	0	0	32	178	0	74	104
PCT7922	ED	797	182	1	0	35	146	1	40	105
PCT7922	MV	797	241	1	0	33	207	1	78	128
PCT7923	ED	863	202	0	0	33	169	1	46	122
PCT7923	MV	863	241	0	0	35	206	0	70	136
PCT7924	ED	806	172	1	0	29	142	3	36	103
PCT7924	MV	806	247	0	0	26	221	0	86	135
PCT7925	ED	570	114	0	0	21	93	0	18	75
PCT7925	MV	570	191	0	0	26	165	0	65	100
PCT7926	ED	768	177	0	0	32	145	1	51	93
PCT7926	MV	768	296	0	0	53	243	3	108	132
PCT7927	ED	733	187	0	0	40	147	1	46	100
PCT7927	MV	733	289	-1	0	44	246	1	118	127
PCT7928	ED	899	253	-1	0	45	209	1	85	123
PCT7928	MV	899	297	2	0	36	259	0	117	142
PCT7929	ED	840	200	-1	0	44	157	1	60	96
PCT7929	MV	840	367	2	0	47	318	0	144	174
PCT7931	ED	732	189	0	0	40	149	0	68	81
PCT7931	MV	732	317	-1	0	56	262	1	131	130
PCT7932	ED	551	112	0	0	16	96	0	44	52
PCT7932	MV	551	225	0	0	40	185	0	101	84
PCT7933	MV	8	4	0	0	0	4	0	2	2
PCT7934	ED	885	195	-4	0	48	151	1	39	111
PCT7934	MV	885	328	2	0	50	276	2	120	154
PCT7935	ED	938	283	0	0	58	225	1	84	140
PCT7935	MV	938	370	2	0	56	312	0	144	168
PCT7936	ED	832	246	-1	0	43	204	0	64	140
PCT7936	MV	832	326	1	0	43	282	4	108	170
PCT7937	ED	874	223	0	1	39	183	0	64	119
PCT7937	MV	874	309	0	0	48	261	2	130	129
PCT7938	ED	774	162	0	0	39	123	1	37	85
PCT7938	MV	774	247	0	0	26	221	0	92	129
PCT7939	ED	667	186	2	0	36	148	2	57	89
PCT7939	MV	667	230	1	0	41	188	0	85	103
PCT7941	ED	728	167	1	0	30	136	3	53	80
PCT7941	MV	728	236	1	0	35	200	0	76	124
PCT7942	ED	893	166	1	0	43	122	0	44	78
PCT7942	MV	893	286	-1	0	52	235	2	99	134
PCT7943	ED	887	192	0	0	30	162	1	59	102
PCT7943	MV	887	319	2	1	50	266	0	121	145
PCT7944	ED	769	201	-1	0	30	172	0	63	109
PCT7944	MV	769	235	0	1	43	191	0	84	107
PCT7945	ED	897	118	0	0	21	97	1	37	59
PCT7945	MV	897	294	3	0	49	242	1	98	143
PCT7946	ED	909	134	1	0	25	108	2	41	65
PCT7946	MV	909	348	3	0	67	278	4	160	114
PCT7947	ED	894	128	-1	0	29	100	0	33	67
PCT7947	MV	894	327	-1	1	81	246	1	155	90
PCT7948	ED	900	165	0	0	33	132	1	52	79
PCT7948	MV	900	313	-2	0	59	256	1	155	100
PCT7949	ED	552	78	3	0	21	54	0	21	33
PCT7949	MV	552	224	0	0	42	182	0	133	49
PCT7951	ED	830	97	0	0	22	75	0	36	39
PCT7951	MV	830	341	0	0	63	278	1	168	109
PCT7952	ED	823	100	0	0	27	73	1	26	46
PCT7952	MV	823	288	-1	0	46	243	1	141	101
PCT7953	ED	795	103	-2	0	19	86	0	33	53
PCT7953	MV	795	294	0	0	54	240	0	156	84
PCT7955	ED	854	116	0	0	23	93	0	35	58
PCT7955	MV	854	320	0	0	62	258	0	156	102
PCT7956	ED	779	101	0	0	44	57	1	25	31
PCT7956	MV	779	247	3	1	34	209	0	144	65
PCT7957	ED	623	97	1	0	24	72	2	30	40
PCT7957	MV	623	217	0	0	49	168	1	89	78
PCT7958	MV	263	104	0	0	25	79	1	34	44
PCT7959	ED	695	110	0	0	19	91	2	26	63
PCT7959	MV	695	190	0	0	32	158	2	71	85
PCT9001	MV	257	101	2	0	10	89	0	49	40
PCT9101	ED	833	190	0	0	52	138	1	65	72
PCT9101	MV	833	323	0	0	68	255	0	161	94
PCT9102	ED	950	182	-1	0	46	137	1	68	68
PCT9102	MV	950	335	4	0	57	274	0	175	99
PCT9103	ED	924	174	0	1	39	134	1	74	59
PCT9103	MV	924	302	0	0	69	233	4	148	81
PCT9104	ED	937	176	0	0	43	133	3	41	89
PCT9104	MV	937	332	0	0	59	273	0	163	110
PCT9105	ED	888	191	1	0	49	141	1	86	54
PCT9105	MV	888	339	-1	0	55	285	2	179	104
PCT9106	ED	907	213	1	0	47	165	0	98	67
PCT9106	MV	907	334	4	1	59	270	1	170	99
PCT9107	ED	806	164	0	0	38	126	0	55	71
PCT9107	MV	806	246	1	0	53	192	0	100	92
PCT9108	ED	761	185	-1	0	36	150	1	57	92
PCT9108	MV	761	220	-1	0	42	179	0	107	72
PCT9109	ED	848	205	-1	0	49	157	1	86	70
PCT9109	MV	848	285	4	0	54	227	0	144	83
PCT9111	ED	756	150	0	0	41	109	0	44	65
PCT9111	MV	756	226	-1	0	40	187	0	94	93
PCT9112	ED	918	211	0	0	42	169	1	82	86
PCT9112	MV	918	295	0	0	55	240	0	138	102
PCT9113	ED	959	231	0	0	57	174	2	89	83
PCT9113	MV	959	351	1	0	81	269	0	170	99
PCT9114	ED	820	170	0	0	47	123	2	53	68
PCT9114	MV	820	273	1	1	54	217	0	112	105
PCT9115	ED	873	172	0	0	36	136	0	58	78
PCT9115	MV	873	287	2	1	44	240	0	116	124
PCT9116	ED	903	193	2	0	36	155	4	58	93
PCT9116	MV	903	314	4	0	54	256	2	140	114
PCT9117	ED	756	180	2	0	35	143	0	74	69
PCT9117	MV	756	285	1	0	56	228	0	155	73
PCT9118	ED	923	184	0	0	54	130	1	68	61
PCT9118	MV	923	268	0	0	55	213	0	133	80
PCT9119	ED	856	152	-2	0	42	112	0	62	50
PCT9119	MV	856	323	0	0	46	277	1	166	110
PCT9121	ED	890	188	0	0	40	148	2	79	67
PCT9121	MV	890	274	0	0	53	221	2	121	98
PCT9122	ED	913	131	0	0	27	104	0	54	50
PCT9122	MV	913	292	1	0	62	229	0	141	88
PCT9123	ED	829	175	0	0	38	137	0	67	70
PCT9123	MV	829	270	1	0	44	225	1	130	94
PCT9124	ED	832	150	0	0	36	114	0	57	57
PCT9124	MV	832	290	1	0	70	219	2	135	82
PCT9125	ED	822	159	1	0	37	121	1	55	65
PCT9125	MV	822	299	-3	1	53	248	2	144	102
PCT9126	ED	945	186	0	0	41	145	1	63	81
PCT9126	MV	945	350	0	0	78	272	0	170	102
PCT9127	ED	908	209	0	1	52	156	0	84	72
PCT9127	MV	908	315	-1	0	58	258	0	154	104
PCT9128	ED	805	188	0	0	41	147	0	75	72
PCT9128	MV	805	296	0	2	61	233	0	154	79
PCT9129	ED	713	173	0	0	33	140	3	69	68
PCT9129	MV	713	225	3	0	50	172	1	97	74
PCT9131	ED	740	151	0	0	27	124	2	56	66
PCT9131	MV	740	274	2	0	47	225	0	128	97
PCT9132	ED	827	167	0	0	38	129	1	49	79
PCT9132	MV	827	251	0	0	47	204	2	118	84
PCT9133	ED	1007	188	0	0	36	152	0	77	75
PCT9133	MV	1007	388	1	1	78	308	0	163	145
PCT9134	ED	893	132	0	0	30	102	1	40	61
PCT9134	MV	893	297	3	0	53	241	2	133	106
PCT9135	ED	778	149	0	0	34	115	2	50	63
PCT9135	MV	778	269	1	0	49	219	0	124	95
PCT9136	ED	894	191	0	0	38	153	1	68	84
PCT9136	MV	894	289	4	0	60	225	0	117	108
PCT9137	ED	946	201	0	0	49	152	0	64	88
PCT9137	MV	946	323	3	0	68	252	1	139	112
PCT9138	ED	892	155	-1	0	45	111	0	66	45
PCT9138	MV	892	323	-2	0	58	267	1	177	89
PCT9139	ED	912	163	-1	0	34	130	1	71	58
PCT9139	MV	912	356	1	0	69	286	0	188	98
PCT9141	ED	904	168	2	0	34	132	0	52	80
PCT9141	MV	904	328	-1	0	52	277	0	176	101
PCT9142	ED	921	219	1	0	36	182	2	73	107
PCT9142	MV	921	288	-1	0	50	239	0	137	102
PCT9143	ED	887	196	0	0	45	151	1	66	84
PCT9143	MV	887	315	3	0	62	250	0	149	101
PCT9144	ED	931	221	1	0	52	168	0	84	84
PCT9144	MV	931	322	-2	0	70	254	0	167	87
PCT9145	ED	837	197	0	0	43	154	0	79	75
PCT9145	MV	837	282	0	0	56	226	1	129	96
PCT9146	ED	866	206	0	0	45	161	1	74	86
PCT9146	MV	866	297	-1	0	59	239	1	126	112
PCT9147	ED	920	227	1	0	36	190	1	85	104
PCT9147	MV	920	318	-2	0	73	247	1	128	118
PCT9148	ED	946	226	0	0	37	189	2	93	94
PCT9148	MV	946	322	3	0	50	269	0	157	112
PCT9149	ED	884	196	0	0	42	154	1	74	79
PCT9149	MV	884	296	-1	0	47	250	1	133	116
PCT9151	ED	806	152	-1	0	35	118	0	57	61
PCT9151	MV	806	267	-1	0	59	209	0	135	74
PCT9152	ED	712	67	1	0	15	51	0	22	29
PCT9152	MV	712	138	1	0	21	116	1	57	58
PCT9201	ED	953	201	0	0	36	165	0	65	100
PCT9201	MV	953	229	2	0	49	178	0	86	92
PCT9202	ED	908	184	-1	0	39	146	0	72	74
PCT9202	MV	908	218	0	0	47	171	0	76	95
PCT9203	ED	968	145	0	0	39	106	1	59	46
PCT9203	MV	968	300	4	0	63	233	0	164	69
PCT9204	ED	809	147	0	0	46	101	1	60	40
PCT9204	MV	809	223	-3	1	50	175	0	130	45
PCT9205	ED	694	113	0	0	32	81	0	42	39
PCT9205	MV	694	201	2	0	50	149	0	91	58
PCT9206	ED	887	135	-1	0	28	108	0	71	37
PCT9206	MV	887	294	0	0	57	237	1	165	71
PCT9207	ED	913	148	0	0	41	107	0	73	34
PCT9207	MV	913	249	1	1	51	196	1	144	51
PCT9208	ED	936	147	0	0	37	110	2	62	46
PCT9208	MV	936	240	-1	0	58	183	0	104	79
PCT9209	ED	675	121	-1	0	31	91	0	60	31
PCT9209	MV	675	188	0	0	45	143	2	107	34
PCT9211	ED	834	130	0	0	32	98	0	50	48
PCT9211	MV	834	212	1	1	51	159	0	101	58
PCT9212	ED	764	121	0	0	31	90	1	49	40
PCT9212	MV	764	205	3	0	51	151	0	88	63
PCT9213	ED	890	140	0	0	30	110	0	56	54
PCT9213	MV	890	260	2	0	68	190	0	113	77
PCT9214	ED	581	92	0	0	33	59	0	37	22
PCT9214	MV	581	203	2	0	47	154	2	115	37
PCT9215	ED	626	130	0	0	39	91	0	58	33
PCT9215	MV	626	170	-1	0	32	139	1	110	28
PCT9216	ED	798	134	-1	0	35	100	0	64	36
PCT9216	MV	798	206	0	0	57	149	0	98	51
PCT9217	ED	684	123	0	1	33	89	0	52	37
PCT9217	MV	684	187	3	0	41	143	0	88	55
PCT9218	ED	797	119	0	0	28	91	1	54	36
PCT9218	MV	797	225	2	0	57	166	1	110	55
PCT9219	ED	733	146	0	0	33	113	2	58	53
PCT9219	MV	733	187	0	0	39	148	0	92	56
PCT9221	ED	641	121	0	0	33	88	1	60	27
PCT9221	MV	641	278	1	0	49	228	0	189	39
PCT9222	ED	842	139	-1	0	36	104	1	73	30
PCT9222	MV	842	268	3	0	53	212	1	160	51
PCT9223	ED	606	88	1	0	17	70	0	47	23
PCT9223	MV	606	202	1	0	40	161	0	125	36
PCT9224	ED	912	171	6	0	44	121	1	73	47
PCT9224	MV	912	308	7	0	66	235	0	152	83
PCT9225	ED	898	161	0	0	33	128	0	79	49
PCT9225	MV	898	243	0	0	53	190	0	116	74
PCT9226	ED	905	143	-1	0	35	109	1	70	38
PCT9226	MV	905	312	0	0	81	231	2	153	76
PCT9227	ED	729	140	0	0	32	108	1	72	35
PCT9227	MV	729	304	-1	1	63	241	1	179	61
PCT9228	ED	726	175	3	0	46	126	0	89	37
PCT9228	MV	726	277	4	0	56	217	0	168	49
PCT9229	ED	596	130	-1	0	29	102	0	67	35
PCT9229	MV	596	219	-1	0	36	184	0	144	40
PCT9231	ED	919	221	-2	0	42	181	2	125	54
PCT9231	MV	919	294	-2	0	54	242	0	159	83
PCT9232	ED	701	151	0	0	38	113	0	73	40
PCT9232	MV	701	274	1	1	52	220	0	169	51
PCT9233	ED	774	139	0	0	48	91	0	63	28
PCT9233	MV	774	308	2	0	74	232	0	172	60
PCT9234	ED	731	131	-1	0	34	98	1	66	31
PCT9234	MV	731	281	3	0	52	226	0	167	59
PCT9235	ED	842	174	1	0	46	127	0	83	44
PCT9235	MV	842	298	-1	0	64	235	1	167	67
PCT9236	ED	658	130	0	0	39	91	0	69	22
PCT9236	MV	658	207	3	0	41	163	0	121	42
PCT9237	ED	880	145	0	0	37	108	1	70	37
PCT9237	MV	880	331	-1	0	89	243	3	175	65
PCT9238	ED	792	130	0	0	36	94	0	61	33
PCT9238	MV	792	271	-1	0	58	214	0	162	52
PCT9239	ED	835	117	0	0	29	88	2	63	23
PCT9239	MV	835	318	0	0	64	254	1	173	80
PCT9241	ED	961	158	1	0	31	126	1	81	44
PCT9241	MV	961	322	2	0	47	273	1	191	81
PCT9242	ED	940	154	0	0	52	102	0	62	40
PCT9242	MV	940	300	3	0	58	239	1	152	86
PCT9243	ED	572	135	0	0	36	99	1	59	39
PCT9243	MV	572	188	1	0	36	151	0	94	57
PCT9244	ED	880	149	1	0	38	110	2	68	40
PCT9244	MV	880	269	-1	0	66	204	2	124	78
PCT9245	ED	706	128	0	0	36	92	0	59	33
PCT9245	MV	706	226	2	0	51	173	1	115	57
PCT9246	ED	910	139	0	0	48	91	0	55	36
PCT9246	MV	910	299	-1	0	81	219	1	135	83
PCT9247	ED	936	151	-1	0	34	118	1	58	59
PCT9247	MV	936	303	1	0	55	247	0	135	112
PCT9248	ED	898	181	0	0	50	131	0	56	75
PCT9248	MV	898	282	6	0	64	212	0	130	82
PCT9249	ED	910	187	1	0	47	139	0	80	59
PCT9249	MV	910	314	3	0	62	249	1	168	80
PCT9251	ED	946	204	0	0	43	161	0	97	64
PCT9251	MV	946	342	-1	1	74	268	0	181	87
PCT9252	ED	913	140	-1	0	33	108	0	57	51
PCT9252	MV	913	352	1	0	60	291	2	180	109
PCT9253	ED	751	138	4	0	34	100	1	61	38
PCT9253	MV	751	272	0	1	58	213	0	135	78
PCT9254	ED	889	168	0	0	34	134	1	62	71
PCT9254	MV	889	318	-2	0	60	260	0	166	94
PCT9255	ED	545	126	0	0	25	101	0	42	59
PCT9255	MV	545	128	1	0	25	102	0	57	45
PCT9256	ED	433	77	0	0	25	52	0	24	28
PCT9256	MV	433	103	-1	0	21	83	0	36	47
PCT9257	MV	312	150	-1	0	24	127	1	63	63
PCT9258	ED	699	127	0	0	29	98	0	51	47
PCT9258	MV	699	244	-2	0	44	202	0	126	76
PCT9401	ED	970	194	-1	0	42	153	3	56	94
PCT9401	MV	970	293	-2	0	52	243	2	120	121
PCT9402	ED	931	197	0	1	46	150	0	67	83
PCT9402	MV	931	307	1	0	68	238	1	122	115
PCT9403	ED	853	167	0	0	34	133	0	53	80
PCT9403	MV	853	286	2	0	49	235	0	123	112
PCT9404	ED	889	153	0	0	33	120	0	54	66
PCT9404	MV	889	320	3	0	71	246	0	142	104
PCT9405	ED	757	160	-1	0	40	121	0	59	62
PCT9405	MV	757	245	1	1	50	193	1	119	73
PCT9406	ED	815	179	0	0	36	143	0	71	72
PCT9406	MV	815	277	1	1	54	221	0	124	97
PCT9407	ED	861	191	1	0	48	142	1	68	73
PCT9407	MV	861	284	-1	0	54	231	0	109	122
PCT9408	ED	837	187	1	0	45	141	1	51	89
PCT9408	MV	837	246	-2	0	48	200	0	102	98
PCT9409	ED	565	140	0	0	19	121	0	42	79
PCT9409	MV	565	170	2	1	32	135	0	73	62
PCT9411	ED	936	175	-1	0	33	143	0	54	89
PCT9411	MV	936	261	1	0	45	215	1	104	110
PCT9412	ED	843	164	0	0	34	130	4	51	75
PCT9412	MV	843	285	0	0	72	213	2	114	97
PCT9413	ED	858	172	-1	0	45	128	1	63	64
PCT9413	MV	858	310	3	0	80	227	0	138	89
PCT9414	ED	862	159	1	0	59	99	1	47	51
PCT9414	MV	862	307	1	0	58	248	1	162	85
PCT9415	ED	755	121	0	0	22	99	0	55	44
PCT9415	MV	755	284	-2	0	58	228	1	143	84
PCT9416	ED	962	198	0	0	41	157	0	78	79
PCT9416	MV	962	316	3	0	70	243	0	147	96
PCT9417	ED	714	117	-1	0	29	89	0	38	51
PCT9417	MV	714	286	8	0	51	227	1	148	78
PCT9418	ED	753	157	1	0	42	114	0	64	50
PCT9418	MV	753	269	0	0	71	198	2	130	66
PCT9419	ED	893	167	0	0	50	117	1	52	64
PCT9419	MV	893	326	1	1	60	264	0	170	94
PCT9421	ED	878	150	-1	0	45	106	1	52	53
PCT9421	MV	878	316	-1	1	73	243	1	158	84
PCT9422	ED	1010	200	-1	0	57	144	0	68	76
PCT9422	MV	1010	358	0	0	72	286	3	194	89
PCT9423	ED	853	147	0	0	38	109	0	57	52
PCT9423	MV	853	292	-1	0	58	235	2	145	88
PCT9424	ED	910	146	1	0	30	115	0	52	63
PCT9424	MV	910	331	-1	0	69	263	2	168	93
PCT9425	ED	903	136	1	0	40	95	0	45	50
PCT9425	MV	903	313	3	0	79	231	2	149	80
PCT9426	ED	801	143	-1	0	33	111	1	59	51
PCT9426	MV	801	283	1	0	80	202	3	138	61
PCT9427	ED	889	129	-1	0	30	100	2	58	40
PCT9427	MV	889	333	1	0	87	245	0	150	95
PCT9428	ED	892	122	-1	0	31	92	3	43	46
PCT9428	MV	892	346	-1	0	66	281	3	175	103
PCT9429	ED	866	173	0	0	44	129	1	74	54
PCT9429	MV	866	308	0	0	63	245	1	162	82
PCT9431	ED	954	152	-1	0	32	121	1	73	47
PCT9431	MV	954	352	4	1	69	278	3	193	82
PCT9432	ED	901	155	0	0	39	116	1	64	51
PCT9432	MV	901	307	0	0	81	226	5	134	87
PCT9433	ED	912	155	0	0	43	112	2	58	52
PCT9433	MV	912	317	-2	1	84	234	0	152	82
PCT9434	ED	963	188	0	0	58	130	2	66	62
PCT9434	MV	963	349	-1	1	53	296	0	185	111
