area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	052:JOSH JONES	053:J. BRIBIESCA	054:GLORIA ESTELA LA RIVA	055:PETER Y LIU	056:ANTONIO VILLARAIGOSA	057:YVONNE GIRARD	058:ROBERT DAVIDSON GRIFFIS	059:SHUBHAM GOEL	060:TRAVIS ALLEN	061:AKINYEMI AGBEDE	062:JOHNNY WATTENBURG	063:NICKOLAS WILDSTAR	064:DESMOND SILVEIRA	065:MICHAEL SHELLENBERGER	066:ZOLTAN ISTVAN	067:CHRISTOPHER N. CARLSON	068:THOMAS JEFFERSON CARES	069:JOHN CHIANG	070:JOHN H. COX	071:AMANDA RENTERIA	072:DELAINE EASTIN	073:JEFFREY EDWARD TAYLOR	074:KLEMENT TINAJ	075:HAKAN ''HAWK'' MIKADO	076:ALBERT CAESAR MEZZETTI	077:GAVIN NEWSOM	078:ROBERT C. NEWMAN, II	189:K. PEARCE	190:VERONIKA FIMBRES	191:ARMANDO M. ARREOLA	192:ARMAN SOLTANI	193:PETER CRAWFORD VALENTINO
PCT7848	ED	838	209	0	0	4	205	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	17	9	3	23	0	0	0	0	136	0	0	0	0	0	0
PCT7848	MV	838	346	0	3	5	338	1	0	0	2	2	35	0	0	2	2	0	0	0	0	0	1	0	0	17	9	0	33	1	0	0	0	233	0	0	0	0	0	0
PCT7849	ED	904	237	0	0	5	232	0	0	0	0	0	23	0	0	0	1	0	0	0	0	3	1	0	0	14	11	2	50	0	1	1	0	124	1	0	0	0	0	0
PCT7849	MV	904	353	0	4	6	343	0	1	0	0	0	28	0	0	1	2	0	0	1	0	2	4	0	1	24	8	5	57	0	0	1	0	208	0	0	0	0	0	0
PCT7851	ED	493	118	0	0	0	118	0	0	0	0	1	7	0	0	0	3	0	0	0	0	0	0	0	0	14	13	0	10	0	0	0	0	70	0	0	0	0	0	0
PCT7851	MV	493	204	0	2	1	201	0	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	31	17	1	5	0	0	0	0	127	0	0	0	0	0	0
PCT7852	ED	634	104	0	1	2	101	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	10	12	1	8	0	0	0	0	59	0	0	0	0	0	0
PCT7852	MV	634	303	0	5	4	294	0	1	0	1	0	23	0	0	0	2	1	0	0	0	0	0	1	0	19	19	2	24	0	0	0	0	201	0	0	0	0	0	0
PCT7853	ED	837	180	0	5	3	172	1	0	0	0	0	13	1	0	0	1	0	0	0	0	0	0	0	1	11	8	2	16	0	0	0	1	117	0	0	0	0	0	0
PCT7853	MV	837	333	0	5	4	324	0	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	2	15	13	3	24	0	0	0	1	236	1	0	0	0	0	0
PCT7854	ED	874	216	0	1	2	213	0	0	0	0	0	28	0	0	0	1	1	0	1	0	1	0	0	0	12	6	2	34	0	0	0	0	127	0	0	0	0	0	0
PCT7854	MV	874	346	0	3	6	337	0	2	0	0	0	34	0	0	0	3	0	0	0	0	0	1	0	2	22	8	3	35	1	0	1	0	224	1	0	0	0	0	0
PCT7855	ED	949	259	0	0	5	254	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	3	17	3	1	52	0	0	0	1	144	0	0	0	0	0	0
PCT7855	MV	949	359	0	2	13	344	0	3	0	0	0	25	0	0	0	7	0	0	2	0	0	1	0	0	26	13	2	44	0	0	0	0	221	0	0	0	0	0	0
PCT7856	ED	790	204	0	0	3	201	0	0	0	1	0	23	0	0	0	0	1	0	2	0	0	0	0	0	15	2	2	31	0	0	0	0	124	0	0	0	0	0	0
PCT7856	MV	790	312	0	1	2	309	0	0	0	0	0	36	0	0	0	2	0	0	1	0	1	2	0	2	23	6	4	34	0	0	0	0	197	1	0	0	0	0	0
PCT7857	ED	913	226	0	1	8	217	0	1	0	0	0	27	0	0	0	1	1	0	0	0	2	0	0	0	12	3	5	50	0	0	0	0	115	0	0	0	0	0	0
PCT7857	MV	913	350	0	5	11	334	0	2	0	0	0	42	0	0	0	3	0	0	0	0	1	0	0	2	19	11	1	63	0	0	0	1	189	0	0	0	0	0	0
PCT7858	ED	743	192	0	0	3	189	0	1	0	2	0	18	0	0	0	0	0	0	0	0	1	1	0	1	14	5	3	36	2	0	1	0	104	0	0	0	0	0	0
PCT7858	MV	743	252	0	4	2	246	0	1	1	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	16	2	5	61	0	0	0	0	123	1	0	0	0	0	0
PCT7859	ED	879	219	0	2	1	216	0	0	0	1	0	10	0	0	0	1	1	0	0	0	1	0	0	1	12	8	4	28	0	0	0	0	149	0	0	0	0	0	0
PCT7859	MV	879	352	0	1	8	343	0	3	0	0	0	33	0	0	0	6	0	0	0	0	2	0	1	2	12	16	3	29	0	0	0	1	234	1	0	0	0	0	0
PCT7861	ED	835	184	0	1	1	182	0	0	1	1	0	22	0	0	0	4	1	0	0	0	0	0	0	0	5	7	1	29	0	0	0	0	111	0	0	0	0	0	0
PCT7861	MV	835	367	0	4	3	360	1	1	0	2	0	38	0	0	0	6	0	0	1	0	1	0	0	0	18	18	2	47	0	0	0	0	224	1	0	0	0	0	0
PCT7862	ED	850	237	0	1	1	235	0	0	0	1	1	19	0	0	0	2	0	0	0	0	2	0	1	2	22	9	5	40	0	0	0	1	130	0	0	0	0	0	0
PCT7862	MV	850	323	0	0	4	319	0	2	0	0	2	21	0	0	0	3	0	0	0	0	0	0	1	0	15	15	4	34	0	0	0	0	222	0	0	0	0	0	0
PCT7863	ED	870	237	0	0	2	235	1	0	0	1	0	25	0	0	0	3	0	0	0	1	0	0	0	0	21	8	2	45	0	0	1	0	126	1	0	0	0	0	0
PCT7863	MV	870	302	0	3	7	292	0	1	0	0	0	28	0	0	0	2	0	0	0	1	0	0	0	0	19	11	2	45	0	0	0	0	182	1	0	0	0	0	0
PCT7864	ED	773	188	0	0	2	186	0	3	0	0	0	15	0	0	0	2	1	0	0	0	0	2	0	0	9	4	1	36	0	0	0	0	113	0	0	0	0	0	0
PCT7864	MV	773	284	0	3	2	279	0	2	0	1	0	24	0	1	0	4	1	0	1	0	0	0	0	0	16	10	0	47	0	0	0	0	170	2	0	0	0	0	0
PCT7865	ED	808	178	0	3	5	170	0	0	0	0	0	20	0	0	0	2	0	0	0	0	1	0	1	0	10	7	1	32	0	0	1	0	95	0	0	0	0	0	0
PCT7865	MV	808	310	0	1	8	301	0	0	0	0	0	35	1	0	0	2	0	0	1	0	0	1	0	0	26	16	3	34	0	0	0	0	180	1	0	1	0	0	0
PCT7866	ED	816	184	0	2	4	178	1	0	0	1	0	18	0	0	0	2	0	0	0	0	0	0	0	1	16	15	1	17	0	0	0	1	104	1	0	0	0	0	0
PCT7866	MV	816	389	0	4	6	379	1	0	0	1	0	33	0	0	0	10	0	0	0	0	1	0	0	1	42	43	5	19	0	0	0	1	222	0	0	0	0	0	0
PCT7867	ED	932	209	0	4	6	199	1	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	1	2	10	10	3	21	0	0	0	1	132	2	0	0	0	0	0
PCT7867	MV	932	385	0	5	4	376	0	0	0	2	0	44	0	0	0	5	1	0	2	0	2	1	1	0	23	19	2	38	0	0	0	1	235	0	0	0	0	0	0
PCT7868	ED	860	218	0	4	6	208	0	0	0	2	0	24	0	0	0	1	0	0	0	0	0	0	0	2	12	8	2	25	0	1	0	1	130	0	0	0	0	0	0
PCT7868	MV	860	324	0	8	6	310	0	1	0	0	0	33	0	0	0	2	0	0	0	2	1	0	0	2	25	12	4	24	0	0	1	0	202	1	0	0	0	0	0
PCT7869	ED	842	219	0	2	3	214	0	1	0	1	0	19	0	0	0	2	0	0	2	0	1	0	1	0	8	7	2	31	0	0	0	0	138	1	0	0	0	0	0
PCT7869	MV	842	376	0	1	7	368	0	0	0	0	0	50	0	0	0	9	0	0	0	0	1	1	2	0	12	22	4	42	0	0	0	0	224	1	0	0	0	0	0
PCT7871	ED	882	240	0	4	2	234	0	1	0	0	0	26	0	0	0	1	0	0	0	0	1	1	0	1	12	9	2	28	0	0	0	0	152	0	0	0	0	0	0
PCT7871	MV	882	364	0	2	7	355	0	3	0	0	0	49	0	0	0	4	0	0	1	0	0	1	1	0	24	6	5	21	0	0	0	0	240	0	0	0	0	0	0
PCT7872	ED	864	242	0	0	5	237	0	1	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	1	12	8	2	31	0	0	0	0	155	0	0	0	0	0	0
PCT7872	MV	864	369	0	7	7	355	0	1	0	1	1	45	0	0	0	5	0	0	0	0	1	0	0	0	17	11	2	40	0	0	0	1	230	0	0	0	0	0	0
PCT7873	ED	841	231	0	1	3	227	0	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	1	8	2	3	36	0	0	0	0	144	0	0	0	0	0	0
PCT7873	MV	841	387	0	4	5	378	0	0	0	1	0	33	0	0	0	5	1	0	0	0	1	0	1	0	19	10	5	49	0	0	0	1	252	0	0	0	0	0	0
PCT7874	ED	453	85	0	1	2	82	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	1	6	3	1	19	0	0	0	3	42	0	0	0	0	0	0
PCT7874	MV	453	174	0	4	3	167	1	0	0	1	0	18	0	0	0	1	1	0	0	0	1	0	0	0	17	3	0	16	0	0	0	0	108	0	0	0	0	0	0
PCT7875	ED	615	127	0	1	0	126	0	0	0	0	0	20	0	0	0	1	1	0	0	0	1	0	0	1	5	6	1	28	1	0	0	0	60	1	0	0	0	0	0
PCT7875	MV	615	203	0	0	6	197	0	1	0	1	0	19	0	0	0	6	0	1	1	0	0	2	0	0	17	11	2	40	0	0	0	0	96	0	0	0	0	0	0
PCT7876	ED	491	101	0	0	3	98	0	0	0	0	0	14	0	0	0	0	1	0	0	0	1	0	1	0	5	4	0	9	0	0	0	0	63	0	0	0	0	0	0
PCT7876	MV	491	148	0	1	2	145	0	0	0	0	1	15	0	0	0	0	0	0	0	0	1	0	0	0	10	1	2	20	0	0	0	0	95	0	0	0	0	0	0
PCT7901	ED	466	87	0	2	4	81	0	1	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	0	3	2	3	10	0	0	0	1	41	0	0	0	0	0	0
PCT7901	MV	466	133	0	7	2	124	0	0	1	0	1	23	0	0	0	1	0	0	0	0	1	1	1	1	8	2	2	13	0	0	0	0	69	0	0	0	0	0	0
PCT7902	ED	921	188	0	5	4	179	0	0	0	1	0	19	0	0	0	4	1	0	1	1	0	0	0	2	12	3	2	48	0	1	0	1	83	0	0	0	0	0	0
PCT7902	MV	921	259	0	10	5	244	1	0	0	2	0	19	0	0	0	4	0	0	0	0	1	0	1	0	22	5	5	40	0	0	1	1	142	0	0	0	0	0	0
PCT7903	ED	819	144	0	2	0	142	1	1	0	0	0	29	0	0	0	1	0	0	0	0	1	0	0	2	7	6	1	19	0	0	0	0	74	0	0	0	0	0	0
PCT7903	MV	819	244	0	13	7	224	0	1	0	0	0	34	0	0	0	1	0	0	0	0	1	1	1	0	16	13	0	33	2	1	0	0	120	0	0	0	0	0	0
PCT7904	ED	846	137	0	1	3	133	0	0	0	1	0	16	1	0	0	1	0	0	0	0	0	1	1	0	5	6	0	41	0	0	0	0	60	0	0	0	0	0	0
PCT7904	MV	846	248	0	5	3	240	0	1	1	3	0	38	2	1	0	9	0	0	1	0	0	2	0	0	25	4	1	46	0	0	0	1	105	0	0	0	0	0	0
PCT7905	ED	821	199	0	4	0	195	0	1	1	1	0	27	0	0	0	2	1	0	0	0	1	0	0	2	4	3	3	35	0	0	0	1	113	0	0	0	0	0	0
PCT7905	MV	821	275	0	4	2	269	0	0	2	2	0	27	0	0	0	3	0	1	0	0	2	2	0	0	20	8	6	37	0	0	0	0	159	0	0	0	0	0	0
PCT7906	ED	769	164	0	4	1	159	0	1	0	0	0	13	0	0	0	1	0	0	1	0	0	1	3	0	8	0	1	48	0	0	1	0	81	0	0	0	0	0	0
PCT7906	MV	769	214	0	2	3	209	0	1	1	1	0	25	0	0	0	0	0	0	0	1	1	0	0	1	11	5	2	39	0	0	1	0	120	0	0	0	0	0	0
PCT7907	ED	926	201	0	1	3	197	0	0	2	2	0	20	0	1	0	2	0	0	0	0	2	1	0	0	9	3	2	60	0	1	0	0	92	0	0	0	0	0	0
PCT7907	MV	926	286	0	3	8	275	0	1	0	2	0	37	0	0	0	5	0	1	0	0	1	1	0	1	29	0	5	51	1	0	0	0	139	1	0	0	0	0	0
PCT7908	ED	936	191	0	13	7	171	1	0	0	1	0	25	0	0	0	1	0	0	0	0	1	0	0	0	9	8	3	37	0	0	0	0	83	2	0	0	0	0	0
PCT7908	MV	936	267	0	10	7	250	1	0	0	0	0	31	0	0	0	8	0	0	0	0	3	0	0	0	20	7	6	47	0	0	0	0	125	2	0	0	0	0	0
PCT7909	ED	726	190	0	1	3	186	0	2	0	1	0	15	0	1	0	0	1	0	0	0	0	0	3	1	12	1	5	57	0	0	0	0	87	0	0	0	0	0	0
PCT7909	MV	726	221	0	7	7	207	0	0	0	1	0	25	0	0	0	1	0	0	0	0	2	0	0	0	10	2	3	45	0	0	0	1	117	0	0	0	0	0	0
PCT7911	ED	849	192	0	1	3	188	2	1	0	1	0	20	0	0	0	0	0	0	0	0	1	0	0	1	12	4	2	45	0	0	0	0	99	0	0	0	0	0	0
PCT7911	MV	849	250	0	5	6	239	1	0	0	0	0	32	0	0	0	1	0	0	0	0	1	0	0	0	18	11	1	37	0	0	0	1	135	0	0	1	0	0	0
PCT7912	ED	1036	215	0	4	10	201	0	1	0	1	0	34	0	0	0	1	0	0	0	0	1	0	0	1	13	2	3	62	0	1	0	0	80	1	0	0	0	0	0
PCT7912	MV	1036	314	0	8	2	304	0	1	3	3	0	33	0	0	0	5	0	0	0	0	0	0	1	1	23	4	3	61	0	1	0	0	165	0	0	0	0	0	0
PCT7913	ED	887	240	0	0	6	234	0	0	0	1	1	36	0	0	0	0	0	0	0	0	2	0	1	0	8	7	4	68	0	1	0	0	105	0	0	0	0	0	0
PCT7913	MV	887	244	0	2	2	240	0	1	0	1	0	28	0	0	0	3	0	0	0	0	0	0	1	0	27	6	3	46	0	0	0	0	122	0	0	2	0	0	0
PCT7914	ED	833	208	0	3	7	198	0	2	0	2	0	26	0	0	0	1	0	0	1	0	1	0	0	2	13	5	2	50	0	0	0	0	93	0	0	0	0	0	0
PCT7914	MV	833	253	0	5	1	247	0	1	0	0	0	32	0	0	0	4	0	0	2	0	1	0	0	0	26	1	3	46	0	0	0	1	127	3	0	0	0	0	0
PCT7915	ED	802	213	0	6	4	203	0	2	0	0	0	22	0	0	0	1	1	0	0	0	0	1	0	0	11	6	1	53	0	0	0	2	103	0	0	0	0	0	0
PCT7915	MV	802	222	0	3	2	217	0	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	19	1	4	52	0	0	0	0	109	0	0	0	0	0	0
PCT7916	ED	887	215	0	0	5	210	0	1	0	4	1	38	0	0	0	0	0	0	0	0	0	0	1	1	12	3	3	62	0	0	0	0	84	0	0	0	0	0	0
PCT7916	MV	887	289	0	2	2	285	0	0	0	2	0	46	0	0	0	2	0	0	1	0	1	1	0	0	13	9	4	59	0	0	0	0	147	0	0	0	0	0	0
PCT7917	ED	983	254	0	6	7	241	0	0	0	5	1	37	0	0	0	3	0	0	1	0	0	0	2	2	14	8	2	77	0	0	1	0	88	0	0	0	0	0	0
PCT7917	MV	983	287	0	6	7	274	0	0	0	0	2	44	0	0	0	2	0	0	0	0	3	1	0	1	21	3	3	68	0	0	1	1	123	0	0	1	0	0	0
PCT7918	ED	790	191	0	1	5	185	1	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	1	0	15	3	3	61	0	0	0	0	73	0	0	0	0	0	0
PCT7918	MV	790	234	0	3	3	228	1	0	0	0	0	33	0	0	0	2	1	0	0	0	0	0	0	1	11	4	1	55	0	0	0	0	119	0	0	0	0	0	0
PCT7919	ED	857	217	0	14	3	200	0	0	0	5	0	40	0	0	0	1	0	0	1	0	0	0	0	1	10	2	3	58	0	0	0	0	79	0	0	0	0	0	0
PCT7919	MV	857	241	0	11	2	228	0	2	0	3	0	39	0	0	0	2	0	0	2	0	0	1	1	0	15	7	1	59	0	0	0	0	96	0	0	0	0	0	0
PCT7921	ED	883	151	0	3	3	145	1	1	0	3	0	22	0	2	0	0	0	0	0	0	1	0	0	2	6	2	2	36	1	0	0	1	65	0	0	0	0	0	0
PCT7921	MV	883	210	0	11	2	197	1	2	1	2	0	26	0	0	0	6	0	0	1	0	0	0	1	0	8	10	3	38	0	0	1	0	96	1	0	0	0	0	0
PCT7922	ED	797	182	0	2	5	175	0	1	0	3	0	21	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	59	0	0	0	0	86	1	0	0	0	0	0
PCT7922	MV	797	241	0	4	3	234	0	1	0	0	0	35	0	0	0	4	0	0	0	0	1	0	0	0	11	10	5	41	0	0	0	1	124	1	0	0	0	0	0
PCT7923	ED	863	202	0	7	7	188	0	1	0	1	0	24	0	0	0	1	0	1	0	0	3	0	2	0	6	3	0	63	0	1	0	0	82	0	0	0	0	0	0
PCT7923	MV	863	241	0	3	7	231	0	3	0	1	0	38	0	0	0	3	0	0	0	0	0	1	1	2	14	7	1	59	0	1	0	1	99	0	0	0	0	0	0
PCT7924	ED	806	172	0	1	4	167	0	1	0	2	0	19	0	0	0	0	1	0	0	0	0	1	0	2	11	2	3	50	0	0	0	0	73	2	0	0	0	0	0
PCT7924	MV	806	247	0	6	4	237	0	2	1	2	0	28	0	0	0	3	1	0	0	0	3	1	0	1	21	10	2	48	0	0	0	0	114	0	0	0	0	0	0
PCT7925	ED	570	114	0	0	5	109	0	0	0	0	0	20	0	0	0	1	0	0	0	0	1	0	0	0	3	0	2	29	0	0	0	0	53	0	0	0	0	0	0
PCT7925	MV	570	191	0	7	2	182	0	2	0	2	0	21	0	0	0	1	0	0	0	0	1	1	0	0	14	4	0	39	0	1	0	0	96	0	0	0	0	0	0
PCT7926	ED	768	177	0	2	3	172	0	1	0	0	0	21	0	0	0	1	1	0	0	0	1	0	0	0	6	2	1	45	0	0	0	1	91	1	0	0	0	0	0
PCT7926	MV	768	296	0	9	7	280	0	0	0	5	0	22	0	0	0	5	0	0	0	0	6	2	0	0	17	11	5	53	1	0	0	0	153	0	0	0	0	0	0
PCT7927	ED	733	187	0	4	3	180	0	2	0	0	0	22	0	0	0	1	0	0	0	0	1	1	0	1	4	2	1	46	0	1	0	0	98	0	0	0	0	0	0
PCT7927	MV	733	289	0	1	5	283	0	1	2	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	12	2	3	56	1	0	0	0	165	0	0	0	0	0	0
PCT7928	ED	899	253	0	1	7	245	0	2	0	3	0	20	0	0	0	0	1	0	0	0	0	0	0	1	10	5	1	55	0	1	0	0	145	1	0	0	0	0	0
PCT7928	MV	899	297	0	4	5	288	0	1	2	2	0	29	0	0	0	2	1	0	0	0	0	0	0	0	18	4	3	62	0	2	0	0	162	0	0	0	0	0	0
PCT7929	ED	840	200	0	0	5	195	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	10	3	1	39	0	0	0	0	118	0	0	0	0	0	0
PCT7929	MV	840	367	0	2	13	352	0	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	1	0	25	10	4	54	0	0	0	1	209	0	0	0	0	0	0
PCT7931	ED	732	189	0	3	1	185	0	0	0	1	0	18	0	0	0	2	0	0	0	0	0	1	0	1	6	4	3	32	0	0	0	0	117	0	0	0	0	0	0
PCT7931	MV	732	317	0	1	3	313	0	0	0	1	0	26	0	0	0	1	0	0	0	0	1	0	0	0	16	4	3	46	0	0	0	0	214	1	0	0	0	0	0
PCT7932	ED	551	112	0	0	1	111	1	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	9	3	0	27	0	0	0	0	59	0	0	0	0	0	0
PCT7932	MV	551	225	0	1	5	219	0	0	0	2	0	16	0	0	0	5	0	0	0	0	0	0	0	2	13	5	2	35	0	0	1	0	138	0	0	0	0	0	0
PCT7933	MV	8	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
PCT7934	ED	885	195	0	1	4	190	0	0	1	4	0	13	0	0	1	0	0	0	0	1	0	1	0	0	8	5	2	51	0	0	0	1	102	0	0	0	0	0	0
PCT7934	MV	885	328	0	6	5	317	1	1	0	0	0	33	0	0	0	2	0	0	0	0	1	0	0	0	16	7	3	78	0	0	0	0	175	0	0	0	0	0	0
PCT7935	ED	938	283	0	2	5	276	1	2	0	2	0	22	0	0	0	3	0	0	1	0	0	0	0	1	6	4	3	73	0	0	0	0	158	0	0	0	0	0	0
PCT7935	MV	938	370	0	3	6	361	0	3	1	1	0	38	0	0	0	2	0	0	0	0	0	1	1	0	16	11	7	67	0	0	0	0	213	0	0	0	0	0	0
PCT7936	ED	832	246	0	0	5	241	0	0	1	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	14	7	4	65	0	0	0	0	126	0	0	0	0	0	0
PCT7936	MV	832	326	0	6	4	316	0	1	0	2	0	44	0	0	0	3	1	0	0	0	0	2	0	1	15	2	3	61	0	0	2	0	179	0	0	0	0	0	0
PCT7937	ED	874	223	0	2	7	214	0	0	0	1	1	26	0	0	0	0	0	0	0	0	0	0	1	1	17	3	1	58	0	1	0	0	103	1	0	0	0	0	0
PCT7937	MV	874	309	0	3	4	302	0	0	0	1	0	28	0	0	0	0	0	0	0	1	1	0	0	0	13	13	2	52	0	0	0	2	186	3	0	0	0	0	0
PCT7938	ED	774	162	0	1	4	157	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	1	12	5	2	27	0	0	1	0	87	0	0	0	0	0	0
PCT7938	MV	774	247	0	7	4	236	0	0	0	3	0	21	0	0	0	3	0	0	0	0	0	0	0	0	23	6	6	52	0	0	0	0	122	0	0	0	0	0	0
PCT7939	ED	667	186	0	1	1	184	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	1	0	2	9	4	1	45	0	0	0	1	101	1	0	0	0	0	0
PCT7939	MV	667	230	0	8	6	216	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	11	9	1	46	0	1	0	0	125	0	0	0	0	0	0
PCT7941	ED	728	167	0	1	0	166	1	1	0	1	0	21	0	0	0	4	0	0	2	0	0	1	0	1	6	2	0	33	0	0	0	1	92	0	0	0	0	0	0
PCT7941	MV	728	236	0	2	4	230	0	2	0	1	0	16	0	0	0	3	0	0	2	0	0	1	0	1	21	2	3	43	0	0	0	0	135	0	0	0	0	0	0
PCT7942	ED	893	166	0	2	2	162	0	0	0	1	0	17	0	0	1	0	0	0	0	0	0	0	0	1	6	8	1	30	0	0	0	0	97	0	0	0	0	0	0
PCT7942	MV	893	286	0	8	8	270	1	1	0	1	0	33	0	0	0	5	0	0	1	0	0	1	0	0	29	9	3	32	0	0	0	0	152	1	0	1	0	0	0
PCT7943	ED	887	192	0	0	5	187	0	0	0	3	0	23	1	0	0	2	0	0	1	0	2	1	1	0	5	12	0	27	0	0	0	1	108	0	0	0	0	0	0
PCT7943	MV	887	319	0	9	6	304	0	7	0	1	0	23	1	0	1	6	0	0	1	1	0	0	2	0	27	19	2	39	0	0	0	1	173	0	0	0	0	0	0
PCT7944	ED	769	201	0	0	2	199	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	1	0	12	2	4	39	0	1	1	0	118	0	0	0	0	0	0
PCT7944	MV	769	235	0	3	3	229	0	1	0	0	0	27	1	1	0	6	0	0	0	0	0	0	0	1	12	4	1	42	0	0	0	0	133	0	0	0	0	0	0
PCT7945	ED	897	118	0	1	2	115	0	1	0	1	0	13	0	0	0	0	0	0	0	0	1	0	1	1	5	4	1	22	0	0	0	0	65	0	0	0	0	0	0
PCT7945	MV	897	294	0	2	5	287	0	0	0	0	0	18	0	0	0	3	2	0	0	0	0	0	2	0	24	11	2	63	1	0	0	0	161	0	0	0	0	0	0
PCT7946	ED	909	134	0	0	1	133	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	1	8	10	1	23	0	0	0	0	73	1	0	0	0	0	0
PCT7946	MV	909	348	0	15	6	327	0	0	0	1	3	27	2	0	0	31	0	0	0	0	1	0	0	0	54	15	3	18	0	0	0	0	170	2	0	0	0	0	0
PCT7947	ED	894	128	0	8	2	118	0	0	0	0	1	17	0	0	0	1	0	0	0	0	0	0	0	0	16	7	1	10	0	0	0	0	64	1	0	0	0	0	0
PCT7947	MV	894	327	0	22	16	289	0	0	2	0	1	27	1	0	0	6	0	0	0	1	0	1	0	0	58	27	1	10	1	0	1	1	151	0	0	0	0	0	0
PCT7948	ED	900	165	0	2	4	159	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	24	14	2	26	0	0	0	1	73	1	0	0	0	0	0
PCT7948	MV	900	313	0	9	8	296	0	0	0	2	2	16	0	0	0	6	1	0	0	0	1	0	1	0	44	35	3	21	0	0	0	2	162	0	0	0	0	0	0
PCT7949	ED	552	78	0	0	2	76	0	0	0	1	1	9	0	0	0	5	0	0	0	0	0	0	0	1	8	10	1	10	0	0	0	0	30	0	0	0	0	0	0
PCT7949	MV	552	224	0	6	8	210	0	0	0	0	0	17	0	0	0	15	0	0	0	0	0	0	0	0	41	18	0	8	0	0	0	0	110	1	0	0	0	0	0
PCT7951	ED	830	97	0	6	5	86	0	0	0	0	1	9	1	0	0	3	0	0	0	0	2	0	0	0	4	3	2	12	0	0	0	0	49	0	0	0	0	0	0
PCT7951	MV	830	341	0	10	10	321	1	2	1	2	2	23	0	0	0	22	0	0	0	0	1	0	1	0	61	40	8	16	0	0	1	2	136	2	0	0	0	0	0
PCT7952	ED	823	100	0	4	2	94	0	1	0	1	0	13	0	0	0	4	0	0	0	0	0	0	0	0	12	13	2	4	0	0	0	0	43	1	0	0	0	0	0
PCT7952	MV	823	288	0	13	2	273	1	0	0	1	2	16	0	0	0	6	0	0	0	0	0	0	2	0	62	13	2	27	0	0	1	1	139	0	0	0	0	0	0
PCT7953	ED	795	103	0	0	0	103	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	1	0	0	11	4	1	16	0	0	0	0	56	0	0	0	0	0	0
PCT7953	MV	795	294	0	8	3	283	0	2	0	0	0	24	0	1	0	19	0	0	0	1	0	1	0	1	41	32	2	11	0	0	1	1	144	2	0	0	0	0	0
PCT7955	ED	854	116	0	2	0	114	0	1	0	1	0	8	0	0	0	4	0	0	0	0	0	0	0	0	11	7	0	9	0	0	0	0	73	0	0	0	0	0	0
PCT7955	MV	854	320	0	8	12	300	0	0	1	3	2	25	1	0	1	17	1	0	0	0	0	0	0	2	60	28	2	16	0	0	0	0	141	0	0	0	0	0	0
PCT7956	ED	779	101	0	6	3	92	1	0	0	0	0	9	0	1	0	6	0	0	1	0	0	0	0	0	11	9	0	8	0	0	0	1	44	1	0	0	0	0	0
PCT7956	MV	779	247	0	7	15	225	0	1	0	1	3	20	0	0	0	21	0	0	0	0	0	0	0	0	37	21	1	13	0	0	1	1	105	0	0	0	0	0	0
PCT7957	ED	623	97	0	5	2	90	0	0	0	0	0	7	0	0	0	2	0	0	0	0	1	0	0	1	9	3	2	11	0	0	0	0	54	0	0	0	0	0	0
PCT7957	MV	623	217	0	7	3	207	0	0	0	0	0	14	1	0	0	10	0	0	0	0	2	1	0	0	19	11	1	24	0	0	0	0	122	2	0	0	0	0	0
PCT7958	MV	263	104	0	13	4	87	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	9	4	0	10	0	0	0	0	48	0	0	0	0	0	0
