area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	174:LILY (ESPINOZA) PLOSKI	175:STEVEN IRELAND	176:TONY K. THURMOND	177:MARSHALL TUCK	198:DOUGLAS I. VIGIL	199:THOMAS L. WILLIAMS
PCT7552	MV	718	232	0	0	50	182	0	20	2	105	55	0	0
PCT7553	MV	171	87	2	0	9	76	0	16	2	30	28	0	0
PCT7554	ED	785	179	-1	0	53	127	2	16	6	68	35	0	0
PCT7554	MV	785	323	0	0	75	248	1	20	9	132	86	0	0
PCT7555	ED	847	242	0	0	53	189	2	28	11	95	53	0	0
PCT7555	MV	847	304	1	0	69	234	0	25	11	126	72	0	0
PCT7556	ED	961	223	-3	0	65	161	1	20	6	86	48	0	0
PCT7556	MV	961	422	1	0	80	341	0	29	10	194	108	0	0
PCT7601	ED	744	128	-1	1	26	102	2	22	16	50	12	0	0
PCT7601	MV	744	185	3	0	38	144	2	27	21	74	20	0	0
PCT7602	ED	880	147	-3	0	33	117	3	28	18	54	14	0	0
PCT7602	MV	880	243	3	1	42	197	0	42	9	106	40	0	0
PCT7603	ED	826	152	1	0	37	114	0	22	3	70	19	0	0
PCT7603	MV	826	215	0	1	45	169	1	34	18	87	29	0	0
PCT7604	ED	906	133	0	0	34	99	2	23	15	41	18	0	0
PCT7604	MV	906	233	-2	0	35	200	2	38	22	100	38	0	0
PCT7605	ED	651	77	0	1	21	55	0	13	4	26	12	0	0
PCT7605	MV	651	155	3	2	30	120	1	27	7	58	27	0	0
PCT7606	ED	895	127	1	0	26	100	0	23	9	49	19	0	0
PCT7606	MV	895	212	1	0	46	165	3	37	17	79	29	0	0
PCT7607	ED	955	120	0	0	22	98	0	24	12	43	19	0	0
PCT7607	MV	955	265	-4	2	46	221	0	48	15	114	44	0	0
PCT7608	ED	388	46	1	0	14	31	0	9	4	13	5	0	0
PCT7608	MV	388	119	-2	0	24	97	0	19	13	39	26	0	0
PCT7609	ED	916	101	0	0	30	71	2	22	8	24	15	0	0
PCT7609	MV	916	297	2	3	71	221	1	71	20	91	38	0	0
PCT7611	ED	756	76	0	0	16	60	1	11	3	31	14	0	0
PCT7611	MV	756	204	2	0	43	159	1	28	25	71	34	0	0
PCT7612	ED	574	76	0	1	21	54	0	9	10	19	16	0	0
PCT7612	MV	574	210	-1	1	51	159	0	32	9	71	47	0	0
PCT7613	ED	887	140	0	0	23	117	0	34	7	52	24	0	0
PCT7613	MV	887	215	2	1	43	169	0	25	23	80	41	0	0
PCT7614	ED	1015	123	-2	0	32	93	0	17	13	41	22	0	0
PCT7614	MV	1015	238	0	0	42	196	2	48	30	85	31	0	0
PCT7615	ED	832	108	0	3	25	80	1	22	10	31	16	0	0
PCT7615	MV	832	170	0	0	30	140	1	32	15	64	28	0	0
PCT7616	ED	951	129	-1	0	30	100	2	25	4	43	26	0	0
PCT7616	MV	951	331	2	0	74	255	1	29	11	134	80	0	0
PCT7617	ED	751	84	-1	0	18	67	0	15	6	25	21	0	0
PCT7617	MV	751	223	2	2	50	169	0	48	11	82	28	0	0
PCT7618	ED	866	123	1	1	28	93	0	18	5	55	15	0	0
PCT7618	MV	866	272	-3	0	61	214	1	37	13	124	39	0	0
PCT7619	ED	993	154	-1	0	39	116	1	29	8	63	15	0	0
PCT7619	MV	993	308	-1	0	52	257	0	54	12	136	55	0	0
PCT7621	ED	1132	163	-1	0	33	131	0	37	14	55	25	0	0
PCT7621	MV	1132	346	3	0	66	277	1	52	15	144	65	0	0
PCT7622	ED	964	99	2	0	22	75	1	13	11	34	16	0	0
PCT7622	MV	964	193	1	1	40	151	0	39	16	66	30	0	0
PCT7623	ED	712	122	-15	0	36	101	0	39	7	38	17	0	0
PCT7623	MV	712	196	2	0	38	156	0	37	13	75	31	0	0
PCT7624	ED	905	104	1	0	21	82	2	22	11	30	17	0	0
PCT7624	MV	905	195	1	0	29	165	1	40	11	75	38	0	0
PCT7625	ED	821	73	0	0	22	51	0	15	5	13	18	0	0
PCT7625	MV	821	415	0	2	107	306	1	71	25	142	67	0	0
PCT7626	ED	1081	128	1	0	33	94	0	15	10	48	21	0	0
PCT7626	MV	1081	361	1	1	85	274	1	36	17	126	94	0	0
PCT7627	ED	1075	116	-1	0	32	85	0	24	8	31	22	0	0
PCT7627	MV	1075	319	0	0	90	229	1	44	19	78	87	0	0
PCT7628	ED	906	156	0	0	47	109	0	23	9	60	17	0	0
PCT7628	MV	906	267	0	0	57	210	2	47	11	118	32	0	0
PCT7629	ED	805	108	-1	0	24	85	1	29	4	43	8	0	0
PCT7629	MV	805	206	2	0	51	153	1	22	6	76	48	0	0
PCT7631	ED	1085	146	-1	1	40	106	2	22	6	42	34	0	0
PCT7631	MV	1085	339	2	1	72	264	1	45	18	123	77	0	0
PCT7632	ED	965	167	1	0	43	123	1	31	5	65	21	0	0
PCT7632	MV	965	286	0	2	48	236	0	46	13	127	50	0	0
PCT7633	ED	702	90	0	0	19	71	1	15	6	32	17	0	0
PCT7633	MV	702	253	0	0	46	207	1	43	19	96	48	0	0
PCT7634	ED	859	120	1	0	30	89	1	16	9	36	27	0	0
PCT7634	MV	859	291	2	1	50	238	1	59	20	111	47	0	0
PCT7635	ED	782	89	0	0	17	72	1	16	9	28	18	0	0
PCT7635	MV	782	242	3	0	36	203	3	36	5	90	69	0	0
PCT7636	ED	920	134	-1	0	39	96	0	20	9	44	23	0	0
PCT7636	MV	920	251	-1	0	70	182	2	32	11	85	52	0	0
PCT7637	ED	732	89	0	0	24	65	0	16	10	24	15	0	0
PCT7637	MV	732	249	0	0	61	188	0	32	13	80	63	0	0
PCT7638	ED	1365	129	0	0	44	85	0	22	5	32	26	0	0
PCT7638	MV	1365	492	2	0	122	368	3	44	24	156	141	0	0
PCT7639	ED	962	110	1	0	35	74	1	14	8	25	26	0	0
PCT7639	MV	962	319	-2	0	87	234	0	32	11	108	83	0	0
PCT7641	ED	931	114	0	0	29	85	0	19	5	35	26	0	0
PCT7641	MV	931	374	0	0	94	280	3	43	18	111	105	0	0
PCT7642	ED	909	84	0	0	32	52	1	17	6	17	11	0	0
PCT7642	MV	909	268	0	0	104	164	1	19	30	59	55	0	0
PCT7643	ED	871	99	0	0	30	69	3	14	6	28	18	0	0
PCT7643	MV	871	355	2	1	61	291	0	59	17	130	85	0	0
PCT7644	ED	1082	156	-2	0	44	114	0	21	6	56	31	0	0
PCT7644	MV	1082	291	1	0	70	220	0	41	9	116	54	0	0
PCT7645	ED	631	63	0	0	15	48	3	13	6	14	12	0	0
PCT7645	MV	631	241	-3	0	58	186	0	27	13	82	64	0	0
PCT7646	ED	1035	110	0	0	36	74	2	14	5	36	17	0	0
PCT7646	MV	1035	326	0	0	73	253	0	44	18	108	83	0	0
PCT7647	ED	1027	107	0	0	15	92	4	30	4	41	13	0	0
PCT7647	MV	1027	185	0	0	37	148	1	42	10	60	35	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0	0
PCT7649	ED	877	97	1	0	19	77	1	17	7	32	20	0	0
PCT7649	MV	877	234	2	0	47	185	0	38	15	92	40	0	0
PCT7651	ED	555	48	0	0	9	39	1	9	0	15	14	0	0
PCT7651	MV	555	155	0	0	39	116	0	15	14	58	29	0	0
PCT7652	ED	580	68	-1	0	15	54	1	12	4	20	17	0	0
PCT7652	MV	580	163	-3	0	43	123	1	19	2	54	47	0	0
PCT7653	ED	1092	137	1	0	31	105	0	31	7	41	26	0	0
PCT7653	MV	1092	321	0	1	80	240	2	46	13	105	74	0	0
PCT7701	ED	1012	225	0	0	55	170	0	39	8	77	46	0	0
PCT7701	MV	1012	383	2	1	93	287	1	42	12	142	90	0	0
PCT7702	ED	704	117	0	1	22	94	0	10	7	47	30	0	0
PCT7702	MV	704	302	-1	1	61	241	0	24	22	127	68	0	0
PCT7703	MV	172	66	1	1	17	47	1	7	9	22	8	0	0
PCT7704	ED	977	208	0	0	50	158	0	27	11	67	53	0	0
PCT7704	MV	977	396	1	2	80	313	1	44	32	141	95	0	0
PCT7705	ED	547	123	0	0	30	93	2	16	2	36	37	0	0
PCT7705	MV	547	227	0	0	42	185	0	24	16	92	53	0	0
PCT7706	ED	821	189	0	0	26	163	0	30	12	79	42	0	0
PCT7706	MV	821	341	0	0	58	283	2	21	24	138	98	0	0
PCT7707	ED	839	200	1	0	46	153	0	16	16	87	34	0	0
PCT7707	MV	839	379	-1	1	77	302	0	35	21	147	99	0	0
PCT7708	ED	860	181	1	0	35	145	1	24	12	69	39	0	0
PCT7708	MV	860	400	-1	0	57	344	0	36	18	192	98	0	0
PCT7709	ED	383	85	1	0	22	62	0	12	7	35	8	0	0
PCT7709	MV	383	174	0	0	33	141	0	16	6	81	38	0	0
PCT7711	ED	772	162	0	0	31	131	1	24	5	66	35	0	0
PCT7711	MV	772	344	0	0	64	280	5	31	11	153	80	0	0
PCT7712	ED	524	131	0	0	26	105	0	13	5	66	21	0	0
PCT7712	MV	524	230	-1	0	41	190	3	29	16	107	35	0	0
PCT7801	ED	970	230	1	0	57	172	0	31	7	85	49	0	0
PCT7801	MV	970	424	-2	0	88	338	0	29	14	202	93	0	0
PCT7802	ED	762	205	-1	0	44	162	1	35	7	80	39	0	0
PCT7802	MV	762	313	2	0	68	243	0	40	10	121	72	0	0
PCT7803	ED	823	143	0	0	41	102	0	15	4	56	27	0	0
PCT7803	MV	823	412	-1	0	90	323	0	32	12	185	94	0	0
PCT7804	ED	891	236	0	0	50	186	3	29	15	96	43	0	0
PCT7804	MV	891	394	0	1	90	303	3	35	7	170	88	0	0
PCT7805	ED	785	176	1	0	32	143	1	18	5	96	23	0	0
PCT7805	MV	785	348	-1	3	77	269	0	31	13	149	76	0	0
PCT7806	ED	699	163	0	0	35	128	0	12	8	77	31	0	0
PCT7806	MV	699	283	3	0	65	215	0	21	7	127	60	0	0
PCT7807	ED	796	228	2	0	51	175	0	30	11	98	36	0	0
PCT7807	MV	796	273	0	0	68	205	3	26	10	121	45	0	0
PCT7808	ED	655	178	0	0	42	136	1	29	7	76	23	0	0
PCT7808	MV	655	243	0	0	46	197	0	20	4	136	37	0	0
PCT7809	ED	742	160	-1	1	37	123	0	22	4	80	17	0	0
PCT7809	MV	742	267	0	0	47	220	0	30	10	144	36	0	0
PCT7811	ED	726	186	-1	0	42	145	0	29	7	85	24	0	0
PCT7811	MV	726	243	1	0	47	195	2	21	7	124	41	0	0
PCT7812	ED	843	207	0	0	46	161	0	40	5	84	32	0	0
PCT7812	MV	843	292	-2	1	52	241	4	37	12	121	67	0	0
PCT7813	ED	988	251	-1	0	68	184	2	28	12	106	36	0	0
PCT7813	MV	988	362	1	0	79	282	0	43	7	174	58	0	0
PCT7814	ED	892	173	-1	0	40	134	0	32	14	73	15	0	0
PCT7814	MV	892	223	1	1	37	184	2	46	10	93	33	0	0
PCT7815	ED	914	178	-1	0	44	135	0	18	8	71	38	0	0
PCT7815	MV	914	407	0	1	78	328	1	38	6	203	80	0	0
PCT7816	ED	858	202	1	0	41	160	3	30	5	87	35	0	0
PCT7816	MV	858	390	0	0	76	314	1	36	12	178	87	0	0
PCT7817	ED	795	215	-1	0	51	165	1	31	5	97	31	0	0
PCT7817	MV	795	309	2	0	63	244	1	28	13	157	45	0	0
PCT7818	ED	823	172	0	0	41	131	0	20	6	88	17	0	0
PCT7818	MV	823	335	0	0	80	255	1	29	12	154	59	0	0
PCT7819	ED	760	169	0	0	34	135	1	18	5	88	23	0	0
PCT7819	MV	760	297	1	0	65	231	0	37	7	133	54	0	0
PCT7821	ED	947	229	0	0	56	173	0	27	9	94	43	0	0
PCT7821	MV	947	439	0	0	86	353	1	40	12	204	96	0	0
PCT7822	ED	927	244	0	0	44	200	0	38	12	113	37	0	0
PCT7822	MV	927	343	1	0	67	275	1	40	12	173	49	0	0
PCT7823	ED	857	237	0	0	41	196	1	29	10	117	39	0	0
PCT7823	MV	857	347	1	0	70	276	1	32	18	164	61	0	0
PCT7824	ED	756	170	0	0	40	130	2	19	11	70	28	0	0
PCT7824	MV	756	274	3	0	53	218	0	24	5	138	51	0	0
PCT7825	ED	580	160	-1	0	43	118	0	22	8	69	19	0	0
PCT7825	MV	580	215	0	0	44	171	0	20	9	106	36	0	0
PCT7826	ED	665	214	0	0	51	163	1	28	2	98	34	0	0
PCT7826	MV	665	194	-2	0	34	162	0	18	4	96	44	0	0
PCT7827	ED	828	199	0	0	46	153	1	40	7	87	18	0	0
PCT7827	MV	828	252	0	0	49	203	4	34	4	121	40	0	0
PCT7828	ED	976	205	2	0	50	153	0	33	12	72	36	0	0
PCT7828	MV	976	397	-1	0	77	321	2	37	21	181	80	0	0
PCT7829	ED	882	199	0	0	43	156	0	20	9	91	36	0	0
PCT7829	MV	882	391	-1	1	90	301	0	33	10	178	80	0	0
PCT7831	ED	828	202	1	1	50	150	0	30	6	82	32	0	0
PCT7831	MV	828	369	1	0	78	290	2	34	9	163	82	0	0
PCT7832	ED	781	162	-1	0	40	123	3	28	3	59	30	0	0
PCT7832	MV	781	343	-1	1	86	257	0	28	9	157	63	0	0
PCT7833	ED	745	182	-1	0	51	132	3	18	9	75	27	0	0
PCT7833	MV	745	271	0	0	53	218	0	11	9	143	55	0	0
PCT7834	ED	836	225	-1	0	57	169	1	21	8	113	26	0	0
PCT7834	MV	836	288	-1	0	54	235	1	21	8	153	52	0	0
PCT7835	ED	808	175	0	0	38	137	3	25	10	68	31	0	0
PCT7835	MV	808	338	-1	0	51	288	0	38	24	160	66	0	0
PCT7836	ED	979	199	0	0	38	161	3	43	5	73	36	1	0
PCT7836	MV	979	421	0	1	79	341	2	46	22	188	82	1	0
PCT7837	ED	883	237	1	0	43	193	0	35	7	97	54	0	0
PCT7837	MV	883	339	0	0	99	240	1	24	8	130	77	0	0
PCT7838	ED	891	210	0	0	55	155	0	23	11	80	41	0	0
PCT7838	MV	891	413	1	0	92	320	0	30	13	191	86	0	0
PCT7839	ED	830	172	-2	0	50	124	2	10	7	58	47	0	0
PCT7839	MV	830	389	1	0	81	307	0	30	9	175	93	0	0
PCT7841	ED	898	240	0	0	63	177	2	30	6	88	51	0	0
PCT7841	MV	898	353	0	0	76	277	3	27	10	167	70	0	0
PCT7842	ED	873	214	0	0	47	167	0	31	6	92	38	0	0
PCT7842	MV	873	308	2	0	72	234	0	37	9	137	51	0	0
PCT7843	ED	751	182	-1	0	36	147	1	27	12	77	30	0	0
PCT7843	MV	751	267	0	1	48	218	1	24	7	138	48	0	0
PCT7844	ED	635	160	1	0	30	129	0	24	12	69	24	0	0
PCT7844	MV	635	245	-1	0	54	192	2	28	5	122	35	0	0
PCT7845	ED	803	202	-1	0	56	147	0	22	6	76	43	0	0
PCT7845	MV	803	314	-1	0	55	260	0	41	11	151	57	0	0
PCT7846	ED	871	221	-1	0	71	151	3	21	11	75	41	0	0
PCT7846	MV	871	330	3	1	75	251	0	25	19	135	72	0	0
PCT7847	ED	878	207	0	0	46	161	1	24	6	88	42	0	0
PCT7847	MV	878	358	-2	0	79	281	0	33	10	160	78	0	0
PCT7848	ED	838	209	-2	0	52	159	1	28	7	80	43	0	0
PCT7848	MV	838	346	-2	1	71	276	3	30	11	139	93	0	0
PCT7849	ED	904	237	-1	0	61	177	1	27	8	94	47	0	0
PCT7849	MV	904	353	0	0	70	283	2	28	14	160	79	0	0
PCT7851	ED	493	118	0	0	29	89	1	7	1	42	38	0	0
PCT7851	MV	493	204	0	0	34	170	0	18	7	93	52	0	0
PCT7852	ED	634	104	0	0	26	78	0	13	4	36	25	0	0
PCT7852	MV	634	303	0	0	52	251	2	38	11	130	70	0	0
PCT7853	ED	837	180	0	0	46	134	1	11	13	76	33	0	0
PCT7853	MV	837	333	0	0	56	277	0	36	19	140	82	0	0
PCT7854	ED	874	216	0	0	62	154	1	26	13	77	37	0	0
PCT7854	MV	874	346	0	1	69	276	0	37	14	150	75	0	0
PCT7855	ED	949	259	0	0	50	209	0	36	8	116	49	0	0
PCT7855	MV	949	359	-2	0	94	267	1	28	15	153	70	0	0
PCT7856	ED	790	204	1	0	42	161	0	29	8	90	34	0	0
PCT7856	MV	790	312	-1	0	65	248	2	24	7	138	77	0	0
PCT7857	ED	913	226	0	1	49	176	1	28	5	102	40	0	0
PCT7857	MV	913	350	0	0	91	259	0	36	13	146	64	0	0
PCT7858	ED	743	192	0	0	42	150	1	40	4	85	20	0	0
PCT7858	MV	743	252	1	0	40	211	1	25	3	138	44	0	0
PCT7859	ED	879	219	0	0	47	172	0	33	8	82	49	0	0
PCT7859	MV	879	352	0	0	77	275	1	25	15	144	90	0	0
PCT7861	ED	835	184	0	0	40	144	1	20	3	89	31	0	0
PCT7861	MV	835	367	0	0	64	303	1	41	15	160	86	0	0
PCT7862	ED	850	237	0	0	48	189	0	33	11	102	43	0	0
PCT7862	MV	850	323	-1	0	70	254	0	33	11	141	69	0	0
PCT7863	ED	870	237	0	0	35	202	2	33	9	103	55	0	0
PCT7863	MV	870	302	0	0	59	243	0	40	9	137	57	0	0
PCT7864	ED	773	188	0	0	33	155	1	27	10	78	39	0	0
PCT7864	MV	773	284	-2	1	67	218	0	21	8	121	68	0	0
PCT7865	ED	808	178	0	0	39	139	0	30	4	74	31	0	0
PCT7865	MV	808	310	0	0	63	247	0	36	12	145	54	0	0
PCT7866	ED	816	184	0	0	40	144	1	22	8	59	54	0	0
PCT7866	MV	816	389	0	2	78	309	0	35	11	151	112	0	0
PCT7867	ED	932	209	0	0	44	165	3	25	9	89	39	0	0
PCT7867	MV	932	385	3	0	52	330	2	39	19	172	98	0	0
PCT7868	ED	860	218	0	1	42	175	3	31	11	88	42	0	0
PCT7868	MV	860	324	1	0	52	271	1	33	7	171	59	0	0
PCT7869	ED	842	219	1	1	39	178	0	27	7	98	46	0	0
PCT7869	MV	842	376	-1	0	75	302	1	36	23	155	87	0	0
PCT7871	ED	882	240	-3	0	56	187	0	26	13	96	52	0	0
PCT7871	MV	882	364	1	1	71	291	3	41	11	153	83	0	0
PCT7872	ED	864	242	0	0	67	175	0	33	7	96	39	0	0
PCT7872	MV	864	369	0	0	72	297	0	32	17	175	73	0	0
PCT7873	ED	841	231	0	0	47	184	1	33	4	101	45	0	0
PCT7873	MV	841	387	0	1	78	308	1	30	12	178	87	0	0
PCT7874	ED	453	85	0	0	16	69	0	14	5	30	20	0	0
PCT7874	MV	453	174	1	0	22	151	1	23	4	87	36	0	0
PCT7875	ED	615	127	0	0	30	97	2	28	7	43	17	0	0
PCT7875	MV	615	203	-2	0	43	162	3	33	4	90	32	0	0
PCT7876	ED	491	101	0	0	27	74	0	20	3	34	17	0	0
PCT7876	MV	491	148	-1	0	39	110	0	8	6	68	28	0	0
PCT7901	ED	466	87	-1	0	24	64	2	22	4	22	14	0	0
PCT7901	MV	466	133	0	0	33	100	0	24	4	41	31	0	0
PCT7902	ED	921	188	0	0	34	154	4	36	7	86	21	0	0
PCT7902	MV	921	259	0	0	52	207	2	44	9	111	41	0	0
PCT7903	ED	819	144	0	1	32	111	3	30	13	42	23	0	0
PCT7903	MV	819	244	0	1	44	199	3	50	3	107	36	0	0
PCT7904	ED	846	137	0	0	28	109	0	19	6	64	20	0	0
PCT7904	MV	846	248	-1	1	51	197	0	36	11	108	42	0	0
PCT7905	ED	821	199	1	0	37	161	1	28	8	84	40	0	0
PCT7905	MV	821	275	3	0	45	227	1	36	3	132	55	0	0
PCT7906	ED	769	164	1	0	48	115	1	30	4	63	17	0	0
PCT7906	MV	769	214	-1	0	51	164	0	16	9	109	30	0	0
PCT7907	ED	926	201	2	1	34	164	1	37	9	94	23	0	0
PCT7907	MV	926	286	1	0	56	229	0	40	14	135	40	0	0
PCT7908	ED	936	191	0	0	39	152	1	25	11	86	29	0	0
PCT7908	MV	936	267	0	0	49	218	1	46	14	100	57	0	0
PCT7909	ED	726	190	0	0	34	156	1	24	6	100	25	0	0
PCT7909	MV	726	221	0	0	43	178	0	22	5	118	33	0	0
PCT7911	ED	849	192	0	1	38	153	5	36	7	74	31	0	0
PCT7911	MV	849	250	1	1	54	194	2	41	11	100	40	0	0
PCT7912	ED	1036	215	2	0	48	165	1	21	7	106	30	0	0
PCT7912	MV	1036	314	4	0	57	253	2	38	10	164	39	0	0
PCT7913	ED	887	240	0	0	41	199	0	49	5	117	28	0	0
PCT7913	MV	887	244	-1	0	35	210	0	24	8	141	37	0	0
PCT7914	ED	833	208	0	1	46	161	2	37	10	83	29	0	0
PCT7914	MV	833	253	1	2	38	212	2	35	4	136	35	0	0
PCT7915	ED	802	213	0	0	47	166	0	45	14	88	19	0	0
PCT7915	MV	802	222	1	1	37	183	0	30	8	108	37	0	0
PCT7916	ED	887	215	0	0	47	168	3	35	8	102	20	0	0
PCT7916	MV	887	289	0	0	52	237	3	47	7	136	44	0	0
PCT7917	ED	983	254	-1	1	54	200	2	51	10	107	30	0	0
PCT7917	MV	983	287	0	3	42	242	2	49	9	145	37	0	0
PCT7918	ED	790	191	0	0	45	146	2	21	9	93	21	0	0
PCT7918	MV	790	234	-1	0	37	198	2	33	8	118	37	0	0
PCT7919	ED	857	217	0	1	41	175	1	46	10	96	22	0	0
PCT7919	MV	857	241	0	0	29	212	0	32	8	129	43	0	0
PCT7921	ED	883	151	-1	0	29	123	1	32	8	63	19	0	0
PCT7921	MV	883	210	0	0	33	177	0	40	11	88	38	0	0
PCT7922	ED	797	182	1	0	33	148	1	18	6	100	23	0	0
PCT7922	MV	797	241	1	0	31	209	0	29	12	116	52	0	0
PCT7923	ED	863	202	0	0	38	164	0	39	10	95	20	0	0
PCT7923	MV	863	241	0	0	37	204	1	27	11	122	43	0	0
PCT7924	ED	806	172	1	0	31	140	0	42	2	85	11	0	0
PCT7924	MV	806	247	0	0	33	214	0	37	8	141	28	0	0
PCT7925	ED	570	114	0	0	19	95	1	27	5	49	13	0	0
PCT7925	MV	570	191	0	0	35	156	0	34	3	90	29	0	0
PCT7926	ED	768	177	0	0	34	143	2	27	4	84	26	0	0
PCT7926	MV	768	296	0	1	57	238	2	32	7	147	50	0	0
PCT7927	ED	733	187	0	0	41	146	2	23	5	90	26	0	0
PCT7927	MV	733	289	-1	0	58	232	2	24	9	156	41	0	0
PCT7928	ED	899	253	-1	0	43	211	0	39	11	117	44	0	0
PCT7928	MV	899	297	2	0	41	254	0	28	15	159	52	0	0
PCT7929	ED	840	200	-1	0	42	159	0	24	4	105	26	0	0
PCT7929	MV	840	367	2	0	55	310	0	27	6	197	80	0	0
PCT7931	ED	732	189	0	0	38	151	0	22	2	99	28	0	0
PCT7931	MV	732	317	-1	0	69	249	0	22	6	167	54	0	0
PCT7932	ED	551	112	0	0	19	93	0	15	5	59	14	0	0
PCT7932	MV	551	225	0	0	43	182	1	26	7	112	36	0	0
PCT7933	MV	8	4	0	0	1	3	0	2	0	1	0	0	0
PCT7934	ED	885	195	-4	0	51	148	1	22	8	89	28	0	0
PCT7934	MV	885	328	2	0	57	269	3	44	7	158	57	0	0
PCT7935	ED	938	283	0	0	64	219	0	34	11	124	50	0	0
PCT7935	MV	938	370	2	0	72	296	0	26	10	195	65	0	0
PCT7936	ED	832	246	-1	1	52	194	1	26	5	131	31	0	0
PCT7936	MV	832	326	1	0	55	270	2	36	12	177	43	0	0
PCT7937	ED	874	223	0	0	40	183	0	37	11	117	18	0	0
PCT7937	MV	874	309	0	0	49	260	6	41	7	147	59	0	0
PCT7938	ED	774	162	0	0	37	125	2	38	6	58	21	0	0
PCT7938	MV	774	247	0	0	35	212	0	29	8	132	43	0	0
PCT7939	ED	667	186	2	0	37	147	2	27	10	89	19	0	0
PCT7939	MV	667	230	1	0	39	190	0	20	13	115	42	0	0
PCT7941	ED	728	167	1	0	28	138	3	20	6	80	29	0	0
PCT7941	MV	728	236	1	2	46	187	0	25	2	125	35	0	0
PCT7942	ED	893	166	1	0	40	125	2	20	10	70	23	0	0
PCT7942	MV	893	286	-1	0	61	226	3	53	10	115	45	0	0
PCT7943	ED	887	192	0	0	31	161	0	33	12	77	39	0	0
PCT7943	MV	887	319	2	0	52	265	1	57	31	128	48	0	0
PCT7944	ED	769	201	-1	0	34	168	1	29	6	95	37	0	0
PCT7944	MV	769	235	0	0	43	192	1	26	7	123	35	0	0
PCT7945	ED	897	118	0	0	22	96	1	19	2	51	23	0	0
PCT7945	MV	897	294	3	0	49	242	0	35	12	149	46	0	0
PCT7946	ED	909	134	1	0	23	110	2	19	12	55	22	0	0
PCT7946	MV	909	348	3	0	60	285	6	52	26	131	70	0	0
PCT7947	ED	894	128	-1	0	28	101	0	33	11	33	24	0	0
PCT7947	MV	894	327	-1	0	77	251	0	76	22	97	56	0	0
PCT7948	ED	900	165	0	0	35	130	1	30	10	64	25	0	0
PCT7948	MV	900	313	-2	0	58	257	5	50	21	128	53	0	0
PCT7949	ED	552	78	3	0	18	57	1	17	7	21	11	0	0
PCT7949	MV	552	224	0	0	45	179	0	32	19	89	39	0	0
PCT7951	ED	830	97	0	0	18	79	2	22	5	32	18	0	0
PCT7951	MV	830	341	0	1	65	275	5	47	36	110	77	0	0
PCT7952	ED	823	100	0	0	17	83	2	24	11	25	21	0	0
PCT7952	MV	823	288	-1	0	39	250	1	58	23	124	44	0	0
PCT7953	ED	795	103	-2	0	14	91	2	18	5	46	20	0	0
PCT7953	MV	795	294	0	1	51	242	2	53	18	109	60	0	0
PCT7955	ED	854	116	0	0	16	100	0	22	8	52	18	0	0
PCT7955	MV	854	320	0	1	59	260	0	56	29	104	71	0	0
PCT7956	ED	779	101	0	0	33	68	1	11	8	30	18	0	0
PCT7956	MV	779	247	3	0	42	202	0	50	24	78	50	0	0
PCT7957	ED	623	97	1	0	18	78	2	13	5	43	15	0	0
PCT7957	MV	623	217	0	0	39	178	1	22	12	109	34	0	0
PCT7958	MV	263	104	0	0	17	87	0	13	13	42	19	0	0
PCT7959	ED	695	110	0	0	26	84	1	25	2	41	15	0	0
PCT7959	MV	695	190	0	1	40	149	2	25	10	64	48	0	0
PCT9001	MV	257	101	2	0	14	85	0	12	10	45	18	0	0
PCT9101	ED	833	190	0	0	49	141	0	26	11	68	36	0	0
PCT9101	MV	833	323	0	0	67	256	0	27	26	131	72	0	0
PCT9102	ED	950	182	-1	0	37	146	1	18	12	72	43	0	0
PCT9102	MV	950	335	4	0	58	273	0	19	24	145	85	0	0
PCT9103	ED	924	174	0	0	37	137	1	16	10	68	42	0	0
PCT9103	MV	924	302	0	0	62	240	2	27	12	127	72	0	0
PCT9104	ED	937	176	0	1	44	131	2	16	18	71	24	0	0
PCT9104	MV	937	332	0	0	62	270	0	36	32	130	72	0	0
PCT9105	ED	888	191	1	0	56	134	0	19	12	65	38	0	0
PCT9105	MV	888	339	-1	0	64	276	2	32	21	156	65	0	0
PCT9106	ED	907	213	1	0	52	160	0	20	11	72	57	0	0
PCT9106	MV	907	334	4	0	73	257	0	27	13	139	78	0	0
PCT9107	ED	806	164	0	0	33	131	0	23	7	80	21	0	0
PCT9107	MV	806	246	1	0	49	196	0	23	14	113	46	0	0
PCT9108	ED	761	185	-1	0	32	154	1	24	13	86	30	0	0
PCT9108	MV	761	220	-1	0	48	173	0	19	11	96	47	0	0
PCT9109	ED	848	205	-1	0	46	160	0	17	16	82	45	0	0
PCT9109	MV	848	285	4	0	57	224	0	28	17	107	72	0	0
PCT9111	ED	756	150	0	0	35	115	0	33	10	45	27	0	0
PCT9111	MV	756	226	-1	0	44	183	0	21	12	99	51	0	0
PCT9112	ED	918	211	0	0	45	166	0	19	12	89	46	0	0
PCT9112	MV	918	295	0	1	65	229	0	24	20	137	48	0	0
PCT9113	ED	959	231	0	0	51	180	1	19	18	87	55	0	0
PCT9113	MV	959	351	1	0	68	282	0	22	26	149	85	0	0
PCT9114	ED	820	170	0	1	48	121	1	12	8	63	37	0	0
