area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	22:PAUL MIYAMOTO
NEIG14	MV	9293	3068	0	0	1030	0	2038	0	2038
NEIG14	TO	9293	4739	0	0	1590	0	3149	0	3149
NEIG15	ED	5953	702	0	0	183	0	519	0	519
NEIG15	MV	5953	1840	0	0	516	0	1324	0	1324
NEIG15	TO	5953	2542	0	0	699	0	1843	0	1843
NEIG26	ED	9927	810	0	0	210	0	600	0	600
NEIG26	MV	9927	2924	0	1	812	0	2111	0	2111
NEIG26	TO	9927	3734	0	1	1022	0	2711	0	2711
NEIG16	ED	16717	1709	0	0	459	0	1250	0	1250
NEIG16	MV	16717	4951	0	0	1506	0	3445	0	3445
NEIG16	TO	16717	6660	0	0	1965	0	4695	0	4695
NEIG17	ED	37882	4923	0	1	1385	0	3537	0	3537
NEIG17	MV	37882	11267	0	1	3270	0	7996	0	7996
NEIG17	TO	37882	16190	0	2	4655	0	11533	0	11533
NEIG18	ED	6193	810	0	0	184	0	626	0	626
NEIG18	MV	6193	2005	0	0	501	0	1504	0	1504
NEIG18	TO	6193	2815	0	0	685	0	2130	0	2130
NEIG19	ED	7872	1104	0	0	306	0	798	0	798
NEIG19	MV	7872	2480	0	1	802	0	1677	0	1677
NEIG19	TO	7872	3584	0	1	1108	0	2475	0	2475
NEIG20	ED	24361	1800	0	0	504	0	1296	0	1296
NEIG20	MV	24361	6392	0	0	1845	0	4547	0	4547
NEIG20	TO	24361	8192	0	0	2349	0	5843	0	5843
NEIG21	ED	42750	4923	0	0	1407	0	3516	0	3516
NEIG21	MV	42750	12880	0	7	3900	0	8973	0	8973
NEIG21	TO	42750	17803	0	7	5307	0	12489	0	12489
NEIG22	ED	19329	3077	0	0	837	0	2240	0	2240
NEIG22	MV	19329	7004	0	1	2093	0	4910	0	4910
NEIG22	TO	19329	10081	0	1	2930	0	7150	0	7150
NEIG23	ED	7912	488	0	0	140	0	348	0	348
NEIG23	MV	7912	1957	0	1	519	0	1437	0	1437
NEIG23	TO	7912	2445	0	1	659	0	1785	0	1785
NEIG24	ED	33087	4572	0	1	1012	0	3559	0	3559
NEIG24	MV	33087	11829	0	0	2930	0	8899	0	8899
NEIG24	TO	33087	16401	0	1	3942	0	12458	0	12458
NEIG25	ED	26737	3810	0	0	1213	0	2597	0	2597
NEIG25	MV	26737	8272	0	1	2584	0	5687	0	5687
NEIG25	TO	26737	12082	0	1	3797	0	8284	0	8284
